5000 5000
4039 4719 1202
3205 3621 4557
646 1785 3360
1932 2827 383
371 516 2201
1686 2624 514
3048 4938 1598
4491 4546 4617
1280 2246 3611
3450 3524 887
2076 2540 2074
1544 3772 3353
1931 2321 3226
2593 4075 571
516 2746 3850
1167 2917 4757
3399 4562 2044
1209 1511 1090
4256 4596 1480
4997 4998 4137
3601 4802 1227
3429 3637 236
1803 2329 2340
1313 4963 1601
232 1419 92
1001 1812 4773
1144 4671 1664
627 3261 1836
299 1023 1270
1656 4286 3461
3074 4322 2634
2605 2811 3754
848 1722 3377
339 746 2130
51 4161 3464
2202 3813 4427
2729 2946 4569
4532 4648 4061
947 4652 2327
2463 3403 4325
3777 3796 123
321 3941 3519
3349 3496 1636
1508 4740 4224
2726 4391 4539
1393 3095 3380
1879 2095 368
4640 4737 3278
4178 4915 298
128 4255 1837
1637 3354 4636
3378 3524 2653
4762 4903 2254
2764 4392 3012
983 4044 4
3380 4974 372
521 2853 2786
3097 3955 4053
1046 2265 3782
2323 3848 1790
4507 4866 3451
2458 4774 2439
4505 4849 4407
4130 4569 2764
1011 1825 1653
454 2238 3929
1524 3524 3821
2636 4350 4533
3317 4854 4504
2359 4458 2585
4280 4490 1800
783 2328 751
4027 4682 341
4997 4997 2128
2764 3918 4900
3204 3860 3278
4979 4979 4077
4042 4375 4828
4998 4998 606
1856 1902 2240
4803 4930 1052
4126 4684 1880
2330 2513 1507
243 3546 1462
4892 4928 51
2299 2496 2928
678 713 765
2104 3565 3388
3020 4086 3921
3275 4178 4449
1992 4970 4078
1098 2348 534
501 2858 4092
4801 5000 2077
3672 3821 1159
225 2177 367
1594 4746 3870
4484 4787 2995
4365 4960 4071
1621 2363 2154
661 2625 3809
4702 4841 2480
1550 4546 826
3400 3598 2386
1060 2121 908
3422 3920 3786
2793 5000 158
2188 2875 4649
111 1782 4452
3430 4908 52
1455 1929 1107
4469 4991 4043
781 1050 335
2695 4999 444
2352 2605 2137
1754 1880 3102
3869 4962 2585
448 706 1553
2192 3616 2092
3878 4677 2690
3169 4906 64
3589 3701 957
1459 4912 1948
543 2325 739
813 1303 2512
190 1150 2085
3050 4205 1359
1432 4129 4710
2179 2782 1963
763 3203 1342
3821 4867 867
4144 4292 1150
1930 3163 3952
2605 4449 841
3944 4288 1558
4707 4904 2379
1099 2901 2040
2444 4042 2077
896 2938 3365
781 4200 2114
2544 3632 24
2271 3897 2216
3060 3414 189
4585 4932 3887
3419 4986 4638
2527 4679 4001
2961 4557 2825
3746 4470 1872
3123 4608 961
3261 3445 444
3610 4887 3846
3951 4251 4002
2661 4900 3176
3325 3538 2866
3279 4303 4222
2523 4583 1449
594 3685 4394
4043 4051 3037
2862 3004 3714
1371 2934 1343
3487 4879 3473
4078 4849 4884
1498 1795 2165
1346 4858 1134
199 4780 4942
1168 2037 2825
707 1675 4741
226 1685 4200
1369 2796 3408
945 4720 3188
2009 3400 1058
197 475 4185
3061 3988 4
4557 4600 3101
1939 4518 3152
15 397 3823
2229 2544 1061
477 2686 2922
4083 4104 2917
2809 3147 1369
2359 2882 4292
4915 4985 2266
437 1409 1279
4119 4889 3055
2851 3016 1023
635 2070 558
660 1321 3564
853 1018 48
3655 3980 3184
622 972 498
1672 2732 3284
39 584 48
904 2957 4182
451 3054 2886
2786 3664 4504
2969 4025 4229
494 3966 2056
4989 4998 4516
1941 4685 208
413 3224 4521
546 4757 3562
3375 4655 2262
3754 4485 2492
215 1678 2909
3695 4999 110
896 3490 2961
1203 2295 3856
172 1203 4213
3544 4501 3534
415 2323 2541
4226 4481 2109
2140 4046 185
1158 1857 2194
4889 4952 940
4568 4801 4906
3046 3837 1942
4238 4826 4547
1526 4209 2993
4873 4907 3417
3960 4400 2527
4863 4934 127
2799 4175 1489
3168 4056 3085
857 3645 2431
4082 4596 3864
4092 4704 1015
3564 4127 637
3390 3769 848
3411 4144 3909
2582 4959 3576
1182 4341 215
2738 2803 1369
1935 4400 4572
2238 4783 2618
2192 3057 349
4413 4998 3749
4158 4920 3727
4136 4344 2073
1497 1576 1312
4684 4684 4198
4462 4691 4902
697 2264 4031
2834 4341 2619
2238 4057 2095
4456 4693 4787
747 984 1073
2366 4683 2985
1723 1792 1123
1221 1235 3397
4034 4389 4800
2667 4692 2617
4770 4940 2423
1748 3555 2317
2353 3956 1848
1355 1365 1148
4279 4371 3934
941 1627 993
1774 1957 3864
3793 4928 3744
1910 4200 3603
1622 4669 857
1525 4773 2697
4577 4970 443
3730 4811 2465
2918 4301 528
4903 4995 2052
2009 4003 1041
4028 4515 1482
4525 4686 78
972 3183 1603
2964 3334 2278
796 1942 1777
872 3597 1846
3981 4239 4777
4007 4661 947
1460 3834 4220
38 3022 3277
4741 4788 1049
3169 4040 796
4632 4781 2215
4746 4911 4607
1635 3545 1467
8 4638 4337
3597 4499 2304
30 2637 1019
864 3816 4444
3118 3255 3920
538 1445 1420
4940 4948 2686
1540 4519 324
4454 4469 2418
3823 4276 3620
1759 4514 2184
1571 3836 4719
3826 4559 1224
765 4425 1810
166 3287 700
2431 2827 1654
3122 3635 2073
2039 3050 1153
603 3718 578
1399 4552 1841
3865 4743 1879
2494 4440 816
2927 4897 4273
3971 4919 3737
1220 3316 1090
3968 4777 3697
1122 3447 2961
4924 4937 3628
2596 4382 1076
3924 4919 3284
4329 4644 2824
1991 4857 4192
4477 4751 4384
239 3565 2795
4495 4746 7
4984 4987 4710
626 1330 1174
282 1839 1882
254 1800 3361
2846 3494 4088
2626 3068 403
429 4904 3835
2687 4336 2297
1396 4658 2090
3679 4914 589
423 3893 4480
3038 3581 4521
83 918 1304
4640 4650 709
2904 2965 2854
4476 4714 3672
4804 4834 3848
3834 4284 85
1808 4697 3684
3596 4898 4408
395 962 3090
737 2040 652
3443 3599 3913
2932 4757 55
2055 4708 747
4968 4992 2673
4913 4929 815
4366 4515 1492
302 3520 2122
741 3927 701
2973 3351 3329
1731 2191 3247
1508 4846 1907
4931 4960 2409
4417 4636 4171
132 1559 2352
735 4538 2659
1028 4399 1736
4511 4936 1480
4105 4479 4354
1874 3737 3869
3496 4880 1391
84 1484 3100
1175 1790 63
2631 3676 4566
3770 4203 1572
1030 2490 1827
4374 4865 3567
3575 4873 4298
73 4212 115
1918 4729 316
3020 3396 4373
2169 4633 2187
4117 4716 1097
417 1431 158
829 4679 2196
30 982 1758
1161 1836 2977
1680 2321 2460
220 2487 3242
2256 4998 1364
3483 3694 949
1101 3208 1754
1923 3539 4166
3701 4555 1372
155 3914 440
2517 4247 271
1954 4274 1143
2672 4323 1963
4293 4874 2264
4924 4977 1469
1997 3029 773
1207 4242 2844
3050 3373 3177
2457 4555 4144
4668 4823 2384
4312 4594 1953
3707 4185 2639
2144 4549 1340
4706 4879 1822
3848 4785 4565
326 474 4009
3775 4452 851
4947 4993 2716
1235 4014 4856
4987 4996 580
3695 3767 1659
1323 4123 689
204 2392 326
877 1001 1554
72 1898 2056
4605 4845 2304
850 4364 2951
437 509 1920
3192 4608 1019
2253 3036 2107
3769 4268 3152
1316 4279 4250
2410 3574 410
3589 3684 4674
459 3784 2886
263 2442 275
184 783 2490
215 4531 4141
595 4222 3733
2666 4732 4340
906 3561 4244
4167 4200 4330
1818 4843 4971
3249 3826 2141
2529 2848 3148
547 1653 3096
33 2305 1423
128 3929 4556
1378 3725 3583
3435 3516 4373
2668 3095 1574
4613 4913 3457
4302 4897 436
2631 2765 1714
3378 4155 2373
1210 2342 3286
4286 4327 801
504 4401 2089
4436 4659 3552
4576 4998 133
3206 4172 2756
224 1344 4194
944 1684 2792
182 2711 37
2600 3883 4278
119 2566 1313
3916 4382 3270
4445 4763 3028
3368 3852 1515
2750 3969 3912
3266 4659 3359
3052 4088 3371
2907 3086 3571
613 4461 4289
4793 4829 4267
3745 4164 999
1867 4809 3984
2285 3521 4989
1652 4831 2236
4605 4673 1968
2221 4606 914
10 1845 654
3786 4366 4714
2286 3357 3385
4585 4978 3118
305 4961 4497
396 4687 2847
484 1705 196
2625 3103 1209
2952 3792 4940
2071 4733 3387
2230 4041 164
