200000 200000
77592 96355 944
143725 190540 947
155953 199658 3880
82781 96909 1830
184178 188245 968
81433 96927 2910
190111 197359 4302
173176 176591 2642
178680 190184 3922
152214 170859 1987
105818 147251 1770
177445 187490 2314
16628 79393 1094
109539 166557 352
10999 190383 2103
197068 198871 4769
167288 175021 2821
14608 192909 3034
189954 194895 3632
67535 145178 3789
9873 84308 3177
40143 196141 1091
29020 48057 2947
3500 16615 59
138754 160529 909
13151 181570 4890
127777 158515 4728
40649 72261 2803
26399 102433 3019
69537 104683 3664
99814 188817 2803
193653 194267 4954
30174 90814 2482
39479 199535 775
35240 40209 117
195129 197989 2566
69117 126779 1395
71463 155815 4477
16976 19550 2413
112512 155695 1424
93333 178152 4236
127364 180089 3165
154804 175088 692
128023 161198 3849
84276 182779 3618
164469 171285 3841
113738 162428 823
73283 101471 1848
70020 103545 337
190751 198583 2457
187267 198463 1233
170129 174535 884
15513 65014 3022
95871 184502 830
13647 59917 3630
177961 179744 4755
72898 134614 4837
191564 196731 3900
26619 133677 2310
175594 190202 1466
40121 107437 1847
8401 194886 3048
148090 177529 1017
80623 97570 4714
176989 179380 3428
191922 192720 4285
104557 182689 2826
143615 146038 4217
144786 170387 4102
115872 133931 3912
183933 188663 4119
124363 157495 3088
162778 181856 3344
133202 192983 3029
83703 116130 2298
166669 184560 3867
70917 186602 4152
180377 189106 1488
83823 158611 265
166230 177997 1688
18190 67234 1098
57956 97808 1183
52959 112147 2322
121213 135071 1673
185227 188139 343
3352 166800 3763
54512 90337 4433
108770 133173 4290
146342 169978 3654
7253 15628 4387
173962 190429 1816
75772 111904 3138
58736 72962 4574
183824 193949 206
61487 158344 2194
122356 150951 3893
1796 154272 2963
27692 41460 202
171965 177951 1560
72986 98210 1919
122571 166595 1074
198611 198639 1628
165149 181523 4777
145753 196515 2112
124105 141004 1704
119284 120135 731
193501 198559 1539
151983 188087 4112
166378 169143 3055
155880 193300 3283
92070 190814 2276
8531 172951 2868
142312 154559 2079
194727 195573 4124
34859 126432 3297
39482 159239 3165
132926 136522 4108
122207 177518 1113
90335 198828 265
93699 116874 2317
34907 145459 2611
82176 84680 3087
130216 160985 1074
64285 164897 2924
4910 17575 692
30261 39756 1454
19344 48254 3973
48323 83900 1026
133817 188100 2651
62398 68315 1887
66281 197242 3294
95394 199907 787
16695 195017 771
67842 156390 4966
111415 125607 1971
4624 113010 3526
113566 151579 104
136203 136867 1543
180868 192600 1769
2963 143519 1092
112811 148038 3986
162990 165626 3885
80004 176329 2259
158645 176881 98
119213 137227 325
2052 31084 4130
158923 168593 4902
15028 131657 4846
57336 132047 3615
52824 104886 2056
143695 160436 4419
157764 164267 2147
49058 162455 1600
145553 193115 4350
32665 118366 2740
185630 191391 514
115945 171169 717
145852 183615 1470
141600 153566 3061
11595 113233 2139
167045 179463 4424
25409 144904 3651
165064 194738 1848
157450 188700 4093
1157 174190 4551
118337 168601 2757
175519 176345 442
190938 194323 3861
16674 196002 1925
130902 184313 379
126223 129066 684
37875 143903 3322
195207 197398 4725
158549 191242 4759
164694 193055 1352
54260 94199 3643
116159 125120 4617
90462 115154 4828
194719 198388 4174
191720 196882 4795
16169 193461 2843
93554 169335 778
167168 187414 3940
191336 197004 2479
126989 195438 2643
182535 196599 987
78522 139648 1673
176994 191113 1250
134616 192336 2546
160458 199496 1302
62730 142999 1330
169894 173088 4141
122272 192818 4085
80109 111818 4685
64312 184023 659
133910 190063 600
183053 185028 3752
