5000 5000
4103 4302 3165
2431 4343 4475
255 3563 692
4418 4805 4251
4388 4884 265
356 476 3118
716 2019 1999
1042 3954 2221
3855 4690 314
2565 4521 4270
979 4661 2738
2038 2932 4912
284 333 4086
2168 4887 2593
4907 4959 4246
1926 4545 1099
4356 4535 4515
4849 5000 2957
3691 4853 1355
743 3224 1818
3336 4120 2482
2598 4260 82
247 4591 2324
4050 4074 3768
4426 4966 3238
475 1693 3668
3448 4030 2026
1301 4674 3257
3317 3665 3278
1623 3032 3484
1748 3253 3936
660 2154 3096
2259 3277 4424
842 4049 2623
2114 3875 4118
1359 1916 955
3752 3756 2239
1971 4298 2248
4012 4012 460
4505 4698 3743
4108 4682 2998
2740 3948 1332
4051 4393 1485
723 1243 1067
2882 3499 4753
869 1439 2522
316 1741 1922
3869 4311 2161
871 1789 63
1431 4979 3519
2913 4394 2916
3882 4506 2741
3277 4387 590
2117 4917 271
2572 2593 3175
2298 2568 2733
4776 4988 3074
1714 3047 371
3242 4677 1420
816 1674 4713
4382 4971 1696
3147 3417 2320
3232 4319 2990
1180 2327 4608
1605 2736 1932
2987 3016 952
722 2493 2208
2927 2993 2269
156 1870 353
1488 4803 4598
3584 3867 1297
196 3105 879
3101 4868 1733
161 4117 4450
1231 3974 1082
1319 4428 659
2765 3102 302
2472 3260 185
3996 4944 516
3451 4140 4770
2942 4470 1460
4213 4505 2011
2795 3785 3613
4825 4833 486
3655 4319 847
1416 3628 611
2954 3706 4528
2408 3427 1938
3784 3830 2108
2266 3958 527
630 3626 2983
4782 4930 1013
633 1327 2561
4493 4974 1067
1395 2693 127
4054 4566 3327
2828 4512 2799
4411 4725 3552
3688 3756 1565
4686 4764 2459
652 2107 1731
2612 3618 116
1811 4490 4910
1753 4195 1731
3414 4560 1290
3001 3404 1373
2039 4833 2729
318 4807 2180
2051 3237 1925
4200 4277 3662
2777 3317 4664
1219 4748 3542
2328 4830 751
583 727 1398
1831 1856 2370
4823 4914 330
4801 4817 916
42 1903 4530
2980 4034 874
3919 4569 14
3155 3616 3710
2887 4868 755
4017 4042 3243
2540 3576 1513
2435 4895 3646
1679 4879 1619
3924 4056 225
3827 3967 3566
3788 3995 4618
2745 2821 4661
1311 4051 117
1681 3297 2194
2501 2553 3374
2727 4493 2691
861 2464 2145
991 1417 3226
1295 4626 385
1491 1684 877
3794 3803 3888
4635 4907 2814
186 1148 2554
2053 2294 4755
1774 4527 3791
4983 4999 4092
4133 4642 4676
1320 4911 913
2298 2552 2863
3199 4012 4050
2342 4074 1003
2885 2956 597
1921 3410 712
1147 1989 4370
3061 4046 4118
2229 3583 1723
4557 4811 4735
2592 3383 4314
3623 4352 4449
4465 4572 4078
2568 4928 3239
2642 4692 616
141 3647 3410
4060 4140 539
709 3576 4953
1649 2160 4300
570 4938 3897
1989 4053 1499
4174 4224 2997
1980 4330 3580
4478 4879 1112
2423 3913 1890
3732 4073 4292
350 1162 3505
2578 2946 151
2556 4018 3191
1851 3225 1012
1828 2155 1794
3966 4530 1525
4544 4786 2274
3873 4942 1489
1123 1248 3000
3040 3494 2498
3538 3589 4116
2336 3327 2920
1637 2541 3652
1113 4177 1159
405 1265 4654
4323 4720 1707
3615 4115 4295
2493 4816 851
1206 3977 659
842 4140 2016
420 2164 4347
1158 2308 219
1777 2085 72
1486 1673 13
1984 2749 1011
2835 3257 1080
3611 4441 2161
1117 4319 357
824 2359 8
4546 4645 433
1926 2083 4582
1891 3295 2707
3793 4702 774
4946 4996 2502
2972 4450 1209
530 3112 4876
4469 4494 3588
415 2285 4585
110 3031 2618
3544 4062 300
341 682 4987
406 539 2994
485 4259 2609
3823 4756 3543
4002 4430 3761
1150 1517 914
4294 4726 4330
3810 4055 2669
4412 4797 623
2485 2763 1918
2392 4019 3055
1277 4752 4965
2425 4118 4853
4491 4525 3511
3180 3799 110
3445 4334 3298
35 3509 4319
2480 4023 4587
2602 2989 1315
504 2976 222
4286 4707 3430
3482 4623 1908
2315 2989 1377
4649 4941 331
4033 4278 596
2874 3973 1595
4617 4826 1867
4733 4978 1895
3057 4242 1748
1897 4309 2867
79 4974 4972
2360 2750 3110
1624 2399 4140
3718 4588 2423
2427 4075 4520
4955 4987 1341
3850 4119 416
1450 3874 4744
3901 4563 2159
3634 3682 3282
77 4681 3331
4924 4954 2299
523 1753 1007
231 3034 2695
3121 4486 1105
3914 4489 2651
3233 4906 696
4834 4878 584
3178 3496 4076
4977 4994 487
3122 4154 4744
2847 4687 3906
1234 1861 4058
2957 4615 1892
2221 4115 2672
4104 4701 3183
3375 3695 1639
2646 3187 4028
1829 2246 478
4508 4512 3720
1041 3028 1821
2971 4363 357
137 2180 1796
348 2357 729
3510 4375 2039
432 3507 1902
2545 3881 3019
2131 4904 2082
2733 4764 379
3145 3269 4297
1378 4523 247
3753 3802 2062
3752 4221 4316
1345 3466 2277
4878 4969 3983
1005 2322 2455
4523 4924 3384
3101 4658 3404
2586 2973 4089
3272 3311 3626
2236 4254 3349
1877 4867 2348
4444 4521 3304
3891 4341 4447
2869 4583 4425
781 2676 3277
572 2238 1188
2247 3800 3400
2340 3475 58
4297 4894 313
609 4537 4276
3220 3340 4380
3586 4958 3309
4639 4871 4269
2629 3907 2931
199 1160 2337
871 2980 96
2758 4506 2690
3379 4213 2197
1382 2756 3381
1231 2103 374
553 4812 3566
1753 4255 289
1445 3771 2731
295 4684 4656
1693 2772 3899
754 4485 171
1627 1913 1154
1285 4123 2226
2404 3358 2666
3488 3911 1347
620 3561 1500
1986 2599 1005
1298 4492 2723
3097 4056 2455
4726 4747 1407
4089 4262 1084
2451 2987 3644
3075 3095 3884
4169 4549 4965
2722 4146 1647
4819 4830 3778
1420 3058 3074
4358 4567 2533
3464 4966 1842
4695 4796 4286
2242 4673 1231
4191 4309 3560
2151 3749 4783
1846 2303 818
4984 4993 2049
3612 4358 136
2808 4936 4277
3590 4564 744
4605 4793 3571
3945 4216 941
4979 4984 3302
3055 4228 996
928 3931 2260
2645 3322 1414
4796 4917 396
1176 1642 4936
1674 2963 1305
1068 3367 2296
25 1627 148
1652 4606 1267
2081 3244 2199
4602 4851 923
3225 3256 1373
3014 4965 1865
2895 4854 3873
1037 3340 3695
3561 3576 4116
1441 4231 2217
1750 4047 4269
750 4410 143
2645 4367 4449
2081 2797 498
291 1621 452
3581 4128 4054
81 1100 881
1784 4902 1274
419 1205 509
1451 4271 2537
4451 4466 4834
3097 4685 3694
151 3594 3873
3201 4214 4301
4618 4848 832
379 4686 2135
4222 4402 3269
1112 2742 2814
3496 3843 3754
1880 2683 4435
1668 2157 48
713 1072 828
927 2953 255
131 1988 4790
2626 3355 2045
215 4532 1830
3889 4163 2639
1297 4449 2929
3100 3524 3565
926 2996 2605
3322 3484 2782
634 4340 2432
689 2449 4768
4631 4894 955
4160 4718 4923
1063 2808 4348
1370 2068 3101
3502 4788 1238
2691 3611 1999
3756 4964 3103
2679 3738 1282
1176 3514 405
3462 4707 3041
722 3497 2118
89 2919 1252
4929 4940 3467
2845 2971 2687
4179 4287 4815
390 4486 918
3919 4909 4571
3585 4724 2199
2279 4924 1677
2008 4178 4799
3649 3822 527
1237 2722 4639
912 3658 646
1304 2656 2987
3951 4358 2657
263 4816 4078
1117 2993 4310
2080 2998 3984
4922 4944 1567
1126 4573 365
3945 4198 408
4869 4949 2943
4900 4938 4187
112 3789 435
4467 4504 649
3437 4469 2386
1889 3677 4046
2826 4027 1155
1366 3746 4856
1618 2432 30
2260 3729 78
4411 4949 3106
4938 4995 4592
1510 4125 3005
4609 4635 3253
2685 3103 826
2134 3761 746
3327 3810 3309
1688 2485 655
875 3482 4902
4286 4306 3416
2255 4387 4949
2184 4234 665
261 4096 2806
2494 3655 4514
1437 3022 496
3514 4457 1527
3276 3631 3909
4705 4941 4434
1055 4629 1557
2739 4150 319
2608 4963 160
4189 4476 1054
3979 4060 3861
1996 2848 3523
2250 4709 571
2994 4034 4143
2961 3012 4611
855 4229 4832
1870 3700 4873
1685 2055 3574
4303 4497 1965
38 1473 4860
4527 4550 3126
3609 4060 1378
427 3289 1866
1973 3386 2191
1154 3349 3093
4431 4840 3842
896 4837 1715
3591 4965 3810
2882 3209 1675
4201 4558 1185
822 4796 2018
3950 4591 4019
1251 1478 264
3106 3848 2969
259 885 34
2769 3194 2573
3050 4916 4162
1012 2987 255
2573 3338 891
3636 4507 2684
2797 3019 4437
32 3336 2545
2423 4608 1972
41 3705 2710
1297 3945 3804
191 1784 1032
4945 4982 4483
108 3209 3062
2180 4080 4899
4886 4990 1045
566 4243 3199
4790 4983 3807
1675 2144 955
1517 4597 2331
3186 3567 876
1062 2849 2998
2047 2312 1619
1404 3799 1126
1422 4588 154
1886 4795 3377
586 4243 4789
445 1288 2751
1194 1721 3185
2897 4007 1296
1869 3137 1922
2083 3594 1304
3996 4201 1683
3849 4517 3343
3659 4347 848
851 2704 3412
1415 3030 223
4394 4529 2439
839 4004 3945
596 4579 552
3918 4374 576
4859 4962 1010
3207 3681 4921
1882 3734 2026
2730 3067 3536
3468 4668 2107
3021 4054 1351
1139 2242 2441
3659 3798 3242
3464 4999 1209
3695 4352 659
4064 4567 640
1073 4097 3934
3005 3161 2047
2139 3058 2442
4498 4840 2669
4571 4957 2863
1275 2767 3088
93 4049 1670
805 1719 2339
4873 4942 3257
715 2773 1483
4484 4941 4828
757 2888 1073
755 3742 4843
4646 4848 3012
3242 4997 324
1641 2874 1871
4216 4903 1559
1620 2891 3285
4222 4380 4541
4465 4971 1822
3127 4323 368
312 1127 1929
4384 4602 551
1116 2560 2672
2053 4493 1412
3600 4649 343
2163 4620 3710
4232 4576 2162
3148 3547 3817
1565 4603 4822
4026 4521 1500
3224 4340 2324
1909 3923 1356
1704 4795 1716
4529 4721 3369
756 3986 1479
3651 4892 4170
1933 4474 136
527 2438 4439
515 3957 2087
2428 4797 4014
3502 4095 3810
1713 2155 2326
3692 4790 4104
