5000 5000
4437 4801 4226
3944 4286 2526
2903 3859 2577
540 2743 3486
4986 4990 2213
2643 4504 3394
4712 4996 3503
3659 4263 2915
4635 4879 2534
122 3603 4645
1385 4355 3472
1379 2658 1739
3197 4517 3659
1561 3897 3028
3496 4607 1515
3001 4930 404
473 485 1213
2224 4501 4379
4151 4673 749
2894 4684 1845
313 1357 2687
348 4729 527
14 1852 4523
3382 4130 2739
3772 4219 2458
4220 4415 4169
2656 4837 3169
3710 4381 2028
2815 2944 4191
1949 4189 359
2506 4279 2839
1407 1604 872
2038 2794 4003
1440 3866 4434
1315 1790 2708
923 4960 1824
2424 3604 2640
3484 4024 4561
4095 4771 4775
4675 4719 21
4080 4333 3125
2798 3535 3147
1681 2186 4994
814 3197 1000
4667 4708 322
1300 3860 4342
4613 4618 3504
2045 4166 612
680 1637 1731
1957 3960 3553
6 4166 453
4519 4718 1073
405 2454 3540
3998 4117 1150
2104 3770 3501
1271 4140 3079
268 304 2287
799 3597 1844
3580 3761 2186
307 593 4500
1909 2216 4211
4421 4533 1423
937 2394 50
2821 3111 4417
2402 3190 4191
3651 3967 3125
32 4976 1070
608 4358 859
2010 3570 1217
2625 3775 559
3520 4037 1397
4337 4582 4623
4069 4487 561
4644 4881 2368
1845 3008 1309
3868 4319 3135
2169 3592 4814
3550 4282 3832
4041 4323 661
3231 3362 1186
2686 4076 1794
4442 4675 2821
243 1549 3810
4731 4933 2245
728 1836 1776
844 2225 1859
852 4723 495
1107 4122 1216
1649 2137 2158
925 4028 2387
3063 3252 2458
2753 3264 4481
4748 4802 673
643 4770 3653
1483 3816 4929
1079 4184 4622
2714 3011 4482
457 4860 1156
2481 3328 3631
1312 1482 2868
1346 3416 3525
955 3007 1873
4658 4890 658
3285 4214 4250
1168 3667 2515
3640 4530 3391
2416 4282 29
3313 4678 562
4799 4855 4486
3845 3874 3796
4326 4503 3000
3257 4247 1211
4938 4999 3132
2803 4678 708
2826 3382 2231
2303 2974 1735
4470 4523 2550
929 4724 3506
526 2698 2942
3293 3435 2688
2973 4978 2063
2040 4520 2214
2694 4149 480
390 4319 4492
1129 2572 858
4145 4593 161
4698 4928 2320
3527 4083 3829
2664 3432 3840
4219 4622 1346
1619 3874 843
386 3232 4102
4622 4980 103
1345 2261 395
306 1338 3423
1952 3526 3513
2065 2275 4014
985 2223 1169
1724 2726 491
3924 4381 209
4234 4774 2266
536 762 1602
2729 3114 4259
4797 4906 2117
4914 4947 867
4303 4879 2645
567 4121 1103
1450 2474 3588
4389 4923 3885
4180 4466 3018
2599 3634 3256
518 2683 1127
1973 3977 3021
1759 2143 827
3911 4558 1615
218 2344 3036
3904 4435 1811
575 1168 1310
2395 4432 2025
2976 3200 4416
1917 2506 2311
1272 3315 3744
543 4984 968
435 2284 1479
209 2160 2905
1438 2341 2288
4659 4887 1771
2352 3789 1037
3915 4157 3877
1407 2610 1151
3241 4995 3279
22 2015 2963
4946 4992 3244
519 1915 4471
4421 4861 4565
2916 4898 3246
3830 3895 1007
1049 3288 4831
1164 4678 4715
3870 4814 378
2811 4717 790
696 1302 363
2859 4234 3841
3699 4611 4161
1279 4114 4959
4787 4982 2572
904 1977 385
4687 4751 2049
533 2644 3184
3011 3063 4486
229 429 2869
2220 3472 2098
1847 4853 208
2520 4423 981
792 4467 3871
3288 4302 3776
3687 4142 1768
3985 4868 3185
225 1497 3254
1079 2706 1934
338 2713 4852
1798 2854 3609
88 2826 3889
1618 3616 578
2363 4158 317
1676 2919 2349
4078 4192 339
2304 3660 2351
1677 1846 2564
1960 4860 4627
4537 4919 1416
742 4050 1750
3743 3922 4209
1582 4722 4332
1310 2419 931
1672 4863 2357
3980 4196 1573
1420 3496 558
2240 4939 1869
4881 4931 843
522 752 3800
4006 4422 4591
4522 4862 1194
3487 4536 3626
2703 3428 1611
4259 4897 3058
1708 4786 3535
1617 3990 4550
4265 4478 4655
3246 4463 250
4436 4872 4130
3835 4326 990
3162 3630 494
2488 4629 111
2811 3949 4154
588 2635 3692
2707 3658 3065
945 4376 3958
3628 4573 3320
206 3572 1136
801 4248 4583
826 2242 3261
334 4625 4098
766 2756 259
4117 4730 508
1142 4826 592
3566 4875 3642
2429 4842 2557
1616 4419 3816
1870 4019 3722
347 3458 1741
1120 1787 2520
4146 4181 3217
4815 4897 2101
910 2526 4085
566 2142 1583
2198 3498 1982
2381 4051 830
2975 3495 4299
4423 4868 1369
317 4652 598
4601 4613 3045
2728 3493 1282
2376 3170 3384
2212 2914 659
221 1541 2641
4168 4731 3073
3887 4507 4016
4326 4969 1232
629 920 3892
2965 3851 1880
4 2537 1648
2288 4853 1699
2098 3219 3751
1386 2767 3458
1719 4548 333
4294 4422 3821
93 4088 3416
940 4168 4933
4348 4902 663
2917 4694 4772
1259 2908 3590
2158 3701 1404
1481 2160 1554
2346 3462 2858
2698 3326 1741
2633 4613 4732
4386 4429 1916
1954 3688 4753
4098 4335 3509
3407 3706 3782
2426 4462 809
1150 2677 3024
3195 3795 4103
4366 4871 3942
177 408 653
3514 4416 2056
4627 4715 1896
4259 4859 1843
1242 4088 3179
3876 4720 4109
2053 4546 903
4176 4338 2997
1536 3620 4902
215 2966 4728
1328 1632 3886
4006 4142 2046
751 4992 1876
3823 4972 2174
2208 4022 4086
28 4139 2132
3094 4415 471
1715 2197 4384
4956 4968 2513
2293 3818 2509
925 4368 2294
1922 2882 3854
2283 3381 3004
263 1659 3433
3859 4387 3114
3782 3837 3469
4527 4738 3644
182 834 2291
3525 4312 3714
1333 3628 4520
528 1991 3432
2717 3871 1548
3852 4811 2589
3012 4961 4293
3093 4917 2171
2798 4817 3192
3686 3699 906
1057 4662 1204
499 704 51
4115 4642 1954
359 1112 726
4007 4907 318
3930 4773 3523
3659 3670 3949
1101 4607 1698
2307 3306 1998
3202 3933 724
3128 3490 4366
3443 3850 506
2772 3698 67
1977 3120 1751
1164 1764 4100
4092 4397 3441
1574 2354 47
1563 3513 4850
2144 4756 2586
4845 4971 3607
603 1538 2005
4409 4984 4234
1401 4453 2247
3709 3932 4950
4993 4996 2247
3686 3854 2432
2041 4738 4216
1175 2111 616
2013 3585 2902
379 4984 284
2861 3502 690
4119 4559 3943
3223 4940 2530
2103 3365 4642
3512 3584 443
2102 2634 3707
1762 4605 1761
3994 4361 1179
548 4644 3312
539 4741 1785
386 797 3098
4087 4311 1501
2157 2347 1532
1281 4160 2395
94 3022 4833
3700 4187 2257
396 4279 3009
3145 4030 2056
668 1365 2572
2169 3214 4887
2528 3013 2955
493 4408 1661
1699 3799 2243
461 1261 3869
4875 4973 4959
4875 4893 137
3137 3939 3377
4417 4538 681
2046 4260 964
4170 4880 2494
1929 3573 4805
1752 4171 2302
2420 4727 2087
1023 2643 3919
4040 4434 834
4181 4193 2784
678 1741 2534
1252 2076 3423
933 1638 2131
4450 4870 137
1633 2779 2869
358 4362 1597
4127 4625 3529
4190 4610 778
3775 4487 3581
4244 4333 866
580 1541 2876
4883 4943 158
3205 3333 4980
4732 4790 3028
4846 4945 4241
3313 4498 2789
533 2716 2900
3087 3848 3175
2561 3076 1900
1984 2693 4842
4295 4568 4882
454 1307 3603
3786 4054 4898
532 2593 2525
4669 4740 3434
1252 3987 4194
1064 4080 4945
993 1579 29
3070 3666 1710
1575 4719 4696
2869 3371 2929
1669 4464 217
1020 1709 2122
2123 4080 138
4567 4788 1974
650 4354 4190
560 4300 3020
4018 4453 3502
1821 4665 26
4308 4338 3793
345 3096 206
4556 4556 2138
2133 2964 4900
2098 2780 1894
3072 4270 86
2725 4589 1824
1228 1275 3918
1728 4570 1234
3769 3997 2820
534 555 2927
3168 3342 35
4789 4873 2512
4692 4744 1690
3710 4342 2750
1877 2035 4291
3480 4175 4260
3461 4535 3337
46 2870 4097
1370 4603 1746
286 3952 2590
4462 4698 2561
3435 4364 4734
1612 2318 4808
1406 3816 1452
4157 4368 4381
1244 3016 2534
2281 2875 945
448 1642 4395
4390 4500 4590
885 2517 3583
1881 2499 3401
4973 4997 864
571 4484 3958
2641 3629 4167
3060 4488 188
3790 3893 3480
1035 2339 4261
4997 4999 2207
2431 4907 2129
3433 4726 3564
1497 2373 434
2630 3926 879
2938 4377 2332
408 1468 204
3589 4422 963
103 4382 106
4738 4988 223
1424 4774 4648
4316 4893 394
1239 4855 57
2592 3775 3774
58 3516 238
1076 1926 3332
4638 4935 3751
1480 3458 2714
3704 4732 4307
1387 4966 4470
2264 3034 3685
2671 3227 4099
1124 4850 4117
3908 4914 111
2375 3878 1345
2864 4540 121
2055 2856 2049
3021 3556 1580
4495 4597 3459
1296 4779 468
2951 4782 2467
3031 3668 4233
4084 4801 2040
1509 2593 4186
3344 3767 3731
686 2261 45
4489 4638 2326
3481 4258 1996
2142 2371 4627
943 2345 1074
2765 3059 4340
4930 4938 3163
4955 4977 867
4248 4794 1481
4299 4984 4829
4776 4916 4706
1494 4778 3318
2676 2683 909
4353 4725 1922
4440 4851 3060
4663 4759 2219
2354 4144 4187
4277 4667 3098
4859 4859 4078
4537 4659 4526
1676 4226 4045
683 3028 4294
3257 4549 526
1314 4394 798
1349 2643 2767
455 2392 4652
4062 4310 1361
1922 2043 1417
3980 4081 2811
4632 4645 1105
1728 4320 4004
981 3815 4860
105 404 4982
2301 3296 3826
3286 3342 3234
4621 4981 1549
476 3228 2201
1428 2461 830
3581 4077 1627
4532 4840 2274
1332 4867 1143
4009 4838 36
1550 3146 2518
630 823 416
3346 4326 2213
1470 2103 4481
3381 3758 4356
4428 4968 2675
3669 4358 343
2721 4551 4447
4828 4936 1882
2890 3714 857
2767 4908 3694
3915 3991 3669
713 1260 3738
3785 4079 3375
1650 2697 2076
2860 2915 161
11 3178 3234
310 849 247
941 3118 4328
3398 3887 4703
1860 3190 3693
2517 3867 2359
2339 3317 903
809 3560 1137
1126 1758 2195
3253 4074 2505
2557 2567 3464
2167 3319 3259
3073 4232 1291
1579 4283 3316
2005 4009 4541
4279 4850 1675
4218 4234 2867
3659 3954 4616
4266 4859 4161
2178 4994 1895
4030 4066 2589
1645 4430 1841
1594 4768 618
2732 3658 721
824 1609 3009
127 2007 2003
2898 4365 3158
1968 3158 2526
270 2298 4485
1331 1773 1055
3151 3246 2353
3782 4933 1818
128 1677 2140
1987 4856 3011
4908 4939 3508
1641 3409 504
2672 3549 2233
3953 4158 3828
991 1730 174
1915 3814 310
2900 4376 2826
4455 4643 1032
926 3263 2510
5 705 159
4111 4478 785
211 1863 477
1983 1991 1531
415 2381 641
2968 3521 3966
1653 4458 803
2179 3057 4721
836 876 2955
4137 4197 4183
10 1657 3067
656 2233 4357
1609 2675 3883
2856 3786 2991
863 1669 3076
3511 3807 4829
4785 4890 2570
4213 4912 1701
1929 3794 10
2580 3421 2577
3506 4602 1330
2211 2365 3752
2494 3021 4917
4782 4907 1139
215 1982 3287
663 1056 296
3987 4532 201
1163 1303 150
1634 2066 4556
3437 3577 4385
140 2758 3484
2593 3394 658
3932 4006 2690
1570 3212 2304
2931 3395 703
1509 1780 4629
3500 4220 451
2390 3793 413
968 2890 4931
4752 4919 3407
1148 3811 2439
115 4194 1436
587 4140 4214
825 4988 2881
1986 3321 1019
3374 4284 580
4325 4780 1949
2542 3043 3711
2113 2919 2786
2109 3140 2337
1604 4884 2119
2757 4464 2635
1887 4598 4958
303 4680 3937
236 1445 3398
3055 4340 1102
2453 3093 563
4565 4855 4471
2830 4073 4686
3126 4088 2786
3084 4485 4169
2528 2666 1990
2406 4833 473
34 2090 3027
910 4000 3104
4617 4811 4912
2150 3824 2000
1035 3994 6
773 3665 3118
2989 4948 473
1088 1543 4550
3767 4143 3768
1534 4264 662
4635 4831 1881
4763 4839 2862
1682 1978 138
2690 3116 3144
2198 4628 414
3687 4585 1062
1241 2869 1992
4255 4746 3969
553 1126 3232
899 2174 3952
197 3474 1159
1618 2472 2454
3442 4317 3155
2219 2686 4319
3216 4019 893
1174 1860 1451
4285 4811 503
2963 3260 4964
1293 1464 286
4571 4777 2922
4012 4715 2854
4901 4974 765
2873 4646 639
934 2054 4603
2413 2659 3376
3269 3731 3704
4649 4784 3811
812 1568 1816
658 2614 598
3296 4307 143
1367 4793 3086
172 4834 3794
701 3307 2588
2554 3202 586
2111 3579 3719
4205 4259 2195
2152 3212 1148
3780 4158 1787
1573 4597 2025
158 3288 2274
3384 3738 551
3601 4552 1449
3185 3296 2168
1664 4021 4733
4617 4847 4414
