5000 5000
4688 4797 2509
2844 2855 2521
2501 4208 3034
539 4828 676
2998 4754 4397
2668 2827 2253
3153 4463 4830
2894 4710 4592
1023 3225 2223
41 3353 996
3141 3890 3918
1641 4698 271
3175 3718 865
1755 3919 4966
957 3244 4036
4503 4604 2254
286 4401 3961
2183 3091 4558
1037 1439 1293
815 1681 3531
887 2674 4814
2929 3411 142
3310 4514 1749
3280 4916 3084
1331 2535 1995
2851 3024 2762
1492 4142 1243
1458 4261 3097
1481 3530 1820
43 2583 3031
4578 4727 1449
270 599 3465
857 3360 2131
1564 2115 4309
2556 3805 824
1133 4970 3858
4152 4641 2708
816 4128 3817
4592 4682 3708
3916 4008 3407
312 2886 4513
955 2503 3609
3088 3507 1394
3560 4295 2807
3360 4579 3155
3388 3794 1871
4183 4356 3334
2952 4741 1253
1850 2977 1726
2797 3842 2653
1160 3559 2279
527 3852 4767
3434 3559 1820
3379 4419 3438
1476 4250 1353
4778 4889 1816
2831 3288 1717
2317 4487 4181
4857 4879 3714
1525 4932 3050
445 1235 2159
2696 3502 3531
612 4992 1473
1666 1993 2691
4720 4864 4955
1078 3752 1129
4663 4676 3549
4254 4313 2001
2278 2934 3080
3468 4977 193
95 1808 408
4640 4998 1890
53 160 2525
4580 4795 2477
3142 3396 1024
1977 2241 1411
2610 4824 1145
1811 4207 582
1776 3805 2770
863 2187 210
2860 4395 489
1449 2781 4276
4529 4976 2838
784 1762 2225
4268 4901 4647
4299 4678 1267
1261 3961 2031
3469 4383 4222
809 1177 3567
2522 2918 4121
15 4165 4916
957 4058 1983
3460 3826 555
2212 2669 3779
3092 4817 3432
4996 4998 4409
3477 4903 2863
2109 4400 3101
3010 3854 1051
4746 4749 2076
4623 4825 2058
3292 3396 4694
207 3015 4015
3929 4529 4887
560 3348 2941
4678 4989 403
877 3552 286
3628 3838 4973
4891 4974 369
965 1587 1466
561 3920 762
4983 4983 3227
1614 4876 2875
3096 4707 4153
4151 4535 3301
489 4744 3392
2294 3648 1527
3417 4943 156
3771 4909 2537
1931 2187 3984
1431 3872 291
292 1215 574
2132 3703 3215
2125 3954 2596
713 1874 487
991 4855 1482
181 4977 4990
240 3595 2514
4392 4670 1337
2357 4060 3039
4378 4983 3191
86 3313 1954
4356 4697 3126
3655 4592 4445
884 4388 3917
4567 4747 2881
89 1043 2980
2674 3699 511
61 1521 505
1205 2516 1439
1646 3381 637
3399 4615 1130
2040 4082 3105
1945 2273 1870
1481 4765 3121
4715 4740 1519
4732 4969 1226
4125 4906 1735
3563 3998 4375
2035 2533 1853
1980 2680 165
1341 4001 884
1546 2767 2113
878 3727 2146
1277 3434 4101
4625 4629 4905
4665 4681 2234
1371 3919 22
997 3335 4306
3117 4343 3507
3550 4985 3810
3695 4174 2273
1866 2765 4818
3832 4438 2448
1644 1837 2011
2649 4569 1941
4500 4910 4466
292 3322 3080
2596 3931 3391
3566 3619 660
1977 4808 1520
4834 4991 4307
2275 4820 3305
1452 2027 2461
3576 4283 1128
1594 2756 982
3691 4494 39
2993 4762 2207
3849 4600 812
789 4985 243
3992 4459 131
452 917 967
1040 4424 4600
3912 4996 1479
2234 3076 456
2057 2860 2082
1276 2002 153
4940 4973 1714
3354 4507 4982
4317 4643 1690
3804 4922 1173
4734 4966 2383
2073 4385 818
387 4576 180
4633 4916 1009
138 4400 3047
2925 4094 3332
399 1784 4822
3946 4443 4062
148 4687 729
357 2307 2332
2286 4915 3714
3631 4277 1344
4089 4690 4583
1077 4084 145
2693 3836 79
3966 4814 527
905 3063 3274
943 1615 2978
2896 3647 3926
3488 3602 2110
2292 2326 730
4584 4686 680
2590 4780 2544
188 3269 4996
1320 4453 1814
2183 2885 2231
599 2724 547
1705 3437 271
4544 4905 2746
2773 4442 4497
4805 4977 3871
975 1707 3272
4159 4747 2194
1181 4827 3804
1246 2144 3074
3472 4148 551
1936 2107 1193
781 3751 1713
3197 4362 2637
4261 4524 3874
4438 4912 4782
4176 4965 2169
1033 1133 2834
3188 3796 1098
152 2253 4962
4480 4682 1272
905 1549 4071
4645 4754 1410
4700 4927 3200
4986 4998 1942
4756 4789 4648
2741 4686 2976
1154 1277 4027
493 2458 4070
4034 4520 3945
748 2273 2443
479 1523 2733
4885 4903 3330
2733 4474 3709
2886 4553 1400
2401 2783 2374
4207 4510 1373
4822 4932 1187
4386 4488 1367
3845 4135 4828
89 2071 1570
2075 2341 3666
2885 4540 4849
2943 4392 4758
2912 3855 1186
4162 4509 3600
3014 4216 2441
2627 4439 1883
2062 2511 1492
2502 2598 4267
2560 3290 3407
3272 3526 2833
4130 4308 795
679 2912 2741
285 4797 2088
3217 4962 44
3114 4527 1595
3835 4036 1209
4628 4790 1811
262 2493 2528
2904 3051 805
1458 4891 1984
3483 3696 4409
1850 4800 1101
383 1998 2687
4921 4990 2888
1683 4908 2206
2235 4118 3796
3427 3577 3723
2647 4114 1768
3445 4821 2739
3651 4393 188
4711 4741 4812
502 2987 4414
2243 2769 4942
4716 4830 4505
4771 4919 3253
3403 3628 1947
151 601 1839
2935 3382 1953
1802 3155 2359
2650 4539 3762
4052 4422 4097
3177 3720 273
467 1750 2715
4091 4894 3426
2185 4752 3785
3495 3760 2325
1959 4347 3704
4603 4765 938
4065 4605 3073
3127 3857 1181
4860 4899 1922
4362 4534 3739
4800 4971 2080
1790 4968 1052
1570 2363 842
962 3572 2218
4474 4514 1617
3319 3377 1455
450 4913 2507
1973 3642 4834
4334 4354 2913
2171 3507 296
2445 2541 1860
4766 4971 2622
4251 4920 4833
1613 4476 4163
1073 4800 2038
3168 3688 77
3564 3800 3482
1998 3306 3791
1706 2548 1231
1612 3626 3997
574 2383 2833
2466 4493 1808
3213 3912 1575
4362 4558 4596
3587 3979 3553
851 3276 1201
3649 4734 469
4879 4993 4143
1560 1909 4477
1452 4357 2474
4470 4907 1233
4489 4913 1475
4649 4971 4161
3969 4079 348
2019 4690 3044
1140 4574 81
881 4641 625
61 3633 2993
4848 4996 4158
4605 4631 3802
1909 4536 3074
2179 4429 89
2166 2944 2292
983 3979 2379
3895 3933 4133
1140 4417 1364
3755 4766 2839
2234 3922 1084
2516 4013 4226
1446 2887 2719
3156 3206 1911
3515 3933 2241
1023 1862 3506
