100000 100000
280 65096 2555
94606 96389 1034
41724 64626 1375
32680 85239 604
85036 85901 3628
1005 81478 3222
36803 50877 4694
81604 82719 641
15429 82212 2270
23854 57269 4232
59173 98077 2385
94532 98005 3594
14170 63970 3261
47521 58141 4349
78988 98866 315
14304 26294 1200
53046 84226 2393
58219 76178 1337
20010 62070 1902
70645 84649 4494
8566 61822 2189
45387 60409 3126
64773 77613 729
11695 60520 4890
55988 75028 3569
7102 58616 2170
93694 99092 4441
19868 48240 2404
68186 70842 1145
70692 96812 3189
21119 30073 3375
66012 74387 4296
3325 61283 4685
28566 90041 3049
92177 94701 627
94878 98582 3991
98258 99966 1642
11152 66419 850
40564 48351 3063
27392 30497 4247
21849 72281 2
63485 94292 1795
20085 94340 3528
83511 85238 4822
6122 62543 1568
33047 97420 3266
32647 43488 4931
35492 37022 3760
38727 93795 988
20798 22187 1318
9848 59482 337
40516 59903 1692
98716 99248 1716
93171 93381 595
33301 88802 1201
95727 95760 1086
38281 57710 4052
5298 80288 2339
88554 96105 792
22665 72326 3705
70935 99506 2007
27566 84511 1663
74597 86761 1349
87799 91245 1648
39216 97590 1424
78453 82765 295
84531 86515 2253
54041 87183 4249
14282 87088 1471
46952 56012 2017
92809 95394 45
40126 48747 2043
92207 94620 2714
27856 41108 1628
97926 99377 151
65187 82925 4518
91491 95599 1526
46314 95742 4379
82580 94322 971
1062 35631 3829
33065 76699 1094
25608 69215 752
70399 75197 4856
49797 92967 4964
45425 75616 3640
31738 65384 1326
70711 72945 727
70529 94291 4504
53935 99796 607
59985 91701 4780
69628 71357 1968
86605 88093 3284
51771 81432 3921
1778 57251 2718
75966 83886 1280
41556 92312 3276
95005 99077 1601
23417 48695 2846
35894 70061 127
92581 94539 332
12513 55480 793
83654 92092 2206
79456 98566 4236
91026 95456 2264
93643 94345 2758
95351 97629 2984
30292 58546 1698
15116 59258 2756
64495 95047 2478
54846 70191 3847
89665 90225 4319
413 7944 2003
81424 85148 3081
71575 97027 2212
23754 75470 21
76406 83045 3792
11510 40128 4074
11800 20740 4689
43854 90376 3753
95081 95859 1490
99161 99506 3288
73247 96364 2319
47523 69587 1105
14575 49753 1125
74504 94161 4798
61765 76524 3553
81533 93438 194
61553 93311 4888
87400 89164 3143
35140 43717 4950
85987 98176 4520
68065 71219 197
81616 99081 4552
6610 54496 4255
67480 97380 4889
59970 85586 4509
71533 92177 4212
87833 95133 71
10727 88878 2995
72254 88803 153
20494 80449 4649
55471 97391 4318
54659 85794 3552
80102 85043 462
31778 74648 4932
47940 56664 1460
69740 89458 1606
76469 83660 1398
49522 65388 4176
99982 99990 1376
16749 32779 688
2281 96679 406
40949 92096 4938
75334 90698 317
77287 99950 2674
31334 37847 1364
89568 98701 4810
353 2953 1450
80762 86297 4929
82453 98393 485
87488 93426 913
504 19070 1286
15022 80419 4344
