200000 200000
138047 170353 1118
72172 98758 1822
63229 198766 858
12799 189442 3538
20508 51897 3228
111747 119337 2443
189453 194183 2124
44258 47923 633
81577 99446 648
48915 61091 107
2114 87507 2135
190723 196482 3681
72388 122118 2742
103844 179253 1458
126071 161776 2936
5601 180631 122
150969 159165 2823
7298 95549 4454
5485 40779 1620
82352 123221 2017
57586 158715 2950
56503 138971 467
167167 194812 1893
177667 189367 3012
161876 173932 516
8359 153820 3111
161965 186442 2059
195455 199994 1367
129850 168864 2463
59074 163241 3582
133990 136919 453
51595 115756 130
35010 44746 2816
94736 197517 4077
24796 63703 3870
52027 166183 1717
177442 179647 1478
7654 191997 2104
134269 135994 2365
36 173219 4593
44527 147371 1525
114284 117443 1788
167146 194647 491
199758 199912 4455
46926 108908 44
2226 188575 180
80461 135122 1765
147855 173037 1392
111328 127266 3551
46612 48793 1067
120008 143704 1389
155913 180951 3115
144684 193250 2169
171409 184948 4529
22285 103653 2201
197868 199623 1853
44016 57184 4307
195387 197687 1362
175668 186875 3732
99757 131815 4479
162620 179293 2396
62583 106877 2735
42660 144746 2432
54368 106563 4845
168676 176537 3402
8481 67072 382
159823 199970 3981
84533 175652 867
43372 199237 4606
133207 135005 3776
9016 97236 491
6777 46821 3982
65173 136271 4491
145438 165761 1054
67208 78301 548
38824 197093 3790
33656 77270 3088
108432 179894 2737
14428 152720 1566
130759 151059 1679
144824 158818 3722
151473 157431 4139
123374 163033 1594
159401 191155 4803
72996 167720 1391
130660 135628 564
185508 198267 4247
83833 181020 4112
39644 107877 171
76864 187993 3199
170634 189139 1350
76196 134930 1527
66766 72871 2053
79175 79447 4486
192592 198093 3844
25859 44341 305
92179 122873 1928
161897 190310 2711
97294 101305 1491
174680 188681 2476
194491 198454 3011
27696 143149 787
194863 194864 2512
167485 199416 3575
70620 90140 4766
144122 171713 476
57050 88486 145
4282 168426 1662
42874 122284 2233
185421 194156 2762
24615 36623 4553
100558 158481 4263
163829 189615 2047
168957 194076 2243
27804 167184 3207
22339 191868 4815
25696 173175 1340
112065 147390 720
90610 112204 2364
160657 187934 4972
116099 127601 2395
147126 153889 3291
180735 186435 2651
7087 163034 4157
55448 101004 4735
119349 155469 1900
127895 191111 2250
100485 148549 1310
126469 153674 88
105849 161793 1905
151945 159861 4151
189051 197197 338
70547 158101 1899
93873 119249 4392
64058 164030 903
110378 130415 2389
121274 160200 4532
103990 118066 21
151582 178831 3842
111910 178540 3717
118322 118426 825
132609 139068 1155
53349 96074 1978
61435 139527 3939
176657 184840 3180
194699 196490 2764
101631 184181 3592
114480 186488 4213
19549 91644 4294
60351 67824 1530
19495 75841 58
32352 170621 1507
181278 197892 4306
165716 197504 437
102104 127673 2418
108231 194264 1665
175161 176159 4019
91102 169115 984
37944 185623 2884
143483 176324 4800
165852 172508 3547
76228 147493 4404
164090 167170 601
29570 99925 2179
80230 192897 4749
7339 92476 2551
83839 168847 4837
199455 199793 1913
57897 130420 2158
180123 193940 928
36830 166298 4219
94563 95913 4351
199756 199910 961
155069 170881 4063
96299 170639 4720
182007 190272 281
71540 116723 2238
180646 180688 2829
169280 180979 1479
131890 176381 1731
160027 183533 2105
30629 193542 150
139908 186247 4799
68109 181935 4198
168566 170271 1139
67777 138135 2569
156986 193455 1692
135487 186522 858
41187 48540 3077
66890 73725 384
38186 57571 3609
76425 154479 4428
75530 168636 1741
146952 194131 1245
75069 103997 2588
61508 112261 3123
158180 158427 4146
68599 183168 3667
184213 193284 2354
158008 169382 3080
61326 83923 2054
26396 28850 876
114009 117530 3651
184465 192531 2132
20134 100258 752
186520 195592 1459
17400 90247 3894
30716 133855 4915
6320 41423 3492
150038 167305 538
189817 195237 32
6839 31232 2561
8174 176078 4954
144678 177362 773
120196 154855 528
156922 187542 889
61780 166425 1214
141349 191640 4644
162577 162621 2068
43306 65257 4835
62354 185300 3168
61477 93602 1547
101578 112850 891
60863 166248 4779
174292 178638 503
120666 160964 4602
167181 182492 4494
60059 157794 4345
78859 194962 1930
168792 173508 3899
15083 117432 4408
116341 124118 4059
83141 182726 4242
6193 190290 2085
68804 85975 1716
16745 20715 2063
97917 104542 308
62822 186941 1629
172653 181418 2515
16371 166789 2475
126269 153080 4975
29741 177011 2654
85827 161132 1246
185601 189299 2746
66297 68840 3681
21793 35163 2382
179360 190362 3641
57322 196169 1379
161115 166001 4145
9336 141722 3110
91496 107140 4455
160688 175232 4163
58175 113291 4151
197812 198786 1029
72529 186898 3535
36464 167593 633
25023 79201 2254
193293 199686 3484
69361 140582 3973
65678 123863 2958
183078 192195 1077
42600 134191 4088
144224 190149 3382
195985 199472 1636
146853 172555 2795
8466 24981 2376
189703 196111 3741
40104 54193 3862
86488 100725 3685
115575 123967 3525
158836 175938 2121
79219 112359 2749
48670 107529 4666
63729 78694 3625
98268 140628 4283
96688 134232 1340
146978 174783 3928
177301 187308 4035
155257 182856 2203
5848 165627 1353
37499 54893 3032
96777 165921 1105
68930 163300 3489
80183 162036 2579
182807 195191 2356
40853 187101 1677
44298 95836 3711
95671 111849 4211
127546 163183 1991
197772 199879 3457
47917 155956 915
26861 166174 3423
81302 196939 755
134414 155413 692
10506 64768 158
80362 184755 4064
51751 140729 790
19555 194811 620
186919 187891 3089
19064 176004 1761
24918 87842 3686
3287 66936 3507
81909 91261 2439
2090 82410 1673
40735 51746 2610
124825 177696 3409
186325 192830 1353
196919 199352 3813
110890 175103 4437
26703 145620 4014
161521 171262 4667
78115 80071 3309
88108 134571 249
188535 193043 4656
98287 105068 2338
65759 141086 1736
11492 90439 2109
16923 47606 4743
100337 150657 4071
197179 199641 4330
36463 110407 2479
60055 60197 1250
98302 105625 4953
29690 130332 3056
59342 186070 3164
117753 129483 4608
59032 142239 3326
42393 144575 1280
173004 176269 4592
113786 125733 2535
99830 133079 4954
4269 28736 4042
169021 171129 2115
115697 191070 680
136583 155132 1190
28176 153923 1318
115961 187270 3877
130927 157154 212
160093 176548 3241
44304 137384 1703
95715 149954 4383
100081 144708 2321
49955 150156 1561
133381 198569 1299
129972 151989 3919
44244 161525 2541
46278 168506 2964
83589 98445 1086
123787 167675 759
62413 112352 3196
107862 183796 1358
58042 168049 1876
152329 192304 1281
131171 133016 4351
72993 89915 3401
74080 148142 1604
122591 141552 2263
96677 131372 2412
89021 168346 593
104829 169899 4037
27118 192829 344
168079 190814 911
134587 158074 3497
5561 95389 1972
195711 198595 2105
