5000 5000
3042 4638 1916
154 3638 3292
1373 3780 365
4572 4770 2779
612 1434 4225
4118 4320 4844
4312 4925 4631
1624 3871 777
327 500 3590
460 4542 1335
2747 4460 239
4662 4749 2968
1247 2194 4475
4200 4414 3211
4791 4899 2386
4826 4977 3123
3704 3916 591
4002 4732 2324
1100 3718 1415
4833 4851 2017
3520 3729 711
2618 4424 4496
205 2589 3592
1140 3128 408
2951 4111 641
1920 2968 3437
926 4967 2368
4347 4964 849
1925 4520 2286
2310 4191 2122
1037 4805 4340
4853 4864 3399
3139 3561 4347
2819 4949 2994
3262 3490 1298
451 4448 3195
4195 4650 1681
1763 2231 2025
2634 4882 1659
3691 4525 1048
1164 2445 2176
2316 3142 2074
3546 4177 946
3467 3658 2613
4947 4979 4617
1582 2570 3289
866 1352 2252
3396 4011 4572
241 1529 551
1678 4449 861
2474 4846 4194
92 2167 1797
1165 2009 4586
780 2664 1723
628 4125 2813
2161 2353 3434
3470 4779 4421
1498 3239 1443
2335 4631 330
3306 4935 166
2268 3654 515
1179 3092 4906
2225 4578 1613
2655 2928 3794
169 4890 1384
2077 4667 4934
689 3475 4762
2546 2903 4552
3431 4572 4018
394 3186 321
2118 4762 2510
3911 4379 4182
4787 4925 484
4400 4516 2810
1724 4138 1582
1533 3679 1577
4508 4589 860
4017 4815 4364
107 313 1595
4666 4877 1085
3845 3935 2213
4934 4991 4073
2295 3074 3032
2448 4349 3359
4765 4984 603
4690 4821 3338
2679 4489 4377
2774 4405 2407
748 1658 2896
3949 4425 3276
4066 4545 2680
2871 4700 917
1006 3037 4182
4603 4828 4383
876 2369 4498
2567 4742 4194
4652 4922 1521
4072 4679 2341
4372 4433 3912
1336 1954 4404
567 1828 3181
2251 4421 3751
2208 3811 1185
3263 3678 4796
544 3052 2804
1730 3307 519
4881 4984 1810
2498 3457 4773
1487 2731 4964
4904 4935 4463
2693 3866 1575
1372 1908 732
4887 4900 22
1708 2501 3877
1530 4960 4111
4777 4936 2201
3562 3910 1849
218 4948 2725
931 938 679
1680 3370 1813
3738 4686 325
3738 3936 2862
3612 4574 1353
4275 4920 2163
3699 4241 3273
3557 3945 4667
1394 4559 1348
4594 4940 740
4974 4978 3690
3772 4239 1247
2787 3574 3672
4249 4877 4070
3319 4242 1214
1650 3040 3577
3346 3951 1251
1497 3435 2967
3545 3587 2841
4462 4955 440
3903 4021 2508
401 1216 12
3657 3705 4078
3044 4539 2544
941 3792 336
1967 3330 572
2901 4607 4046
2921 4822 1435
319 4238 1074
3975 4264 543
2059 3851 1435
2146 3603 4973
54 4827 1850
1065 1374 3947
3899 3970 1642
4178 4482 2823
4636 4734 764
4393 4558 4049
2892 4722 3921
2570 3459 3210
965 4085 3041
695 1395 2561
1075 1475 3051
240 4497 1421
1058 3877 2334
1552 4628 522
736 3086 3718
3905 4070 4651
2299 2906 4896
573 4030 1754
4602 4730 3949
4157 4554 2018
2907 4352 2216
2650 3246 4130
617 2369 3597
3300 4166 4218
4048 4491 841
618 3798 4249
2601 3976 4543
1231 4392 4091
2606 4226 3464
1753 3266 3151
2528 4250 1581
2685 4723 4400
3874 4990 1288
3975 4639 4354
3264 3689 1420
911 3997 3731
1511 2895 2498
4909 4922 4286
1509 4153 2157
2287 4975 2476
4519 4696 1043
1660 4039 2060
372 989 1056
3343 3865 530
1471 2176 3218
3724 4043 1781
3053 3314 4744
935 1191 2912
1791 4850 357
827 4420 1133
861 2190 4354
310 835 2894
1442 4214 2970
930 4195 3006
3018 4710 1043
219 3783 4261
2358 3485 1042
2466 4410 1155
3470 3763 1210
673 1520 1973
373 3620 4740
849 2701 4783
4362 4651 3325
3609 4498 4700
180 3404 2252
2287 4123 212
1456 1899 2168
4826 4867 3271
4623 4808 3064
2817 4139 2963
4750 4935 4933
3023 3378 1657
2515 4867 3008
2882 4209 4111
3968 4827 70
2303 3434 3433
1738 2348 4915
372 2978 3862
2353 4855 3896
1777 4048 4824
702 932 4878
2124 3031 350
3032 4282 3420
1810 2993 3755
4162 4829 4315
883 1839 3582
4139 4854 2549
2551 3181 4097
3794 3811 3472
3307 3920 599
221 885 2282
2145 3327 2479
4943 4972 1190
2230 2539 2070
1243 2878 1124
3811 4968 2169
4362 4992 852
4458 4536 1138
614 1942 1424
2498 3473 2656
1089 2508 1735
