5000 5000
222 4214 1855
877 2092 2271
4771 4945 1347
4318 4593 3768
275 1995 2593
3857 4875 4644
2399 4204 2171
1717 4048 3941
1208 1601 2280
1343 3188 3111
2580 2677 3343
1726 4235 312
4640 4661 2849
304 3509 3213
3788 4278 3023
2775 3592 4916
39 4665 3164
1279 3730 2997
491 3417 1146
2090 2240 2591
1640 4624 4710
1848 4144 518
4503 4587 4134
1439 4866 1081
3448 4288 622
2149 4869 224
462 4649 861
1799 2116 1742
2065 4011 1440
1472 4268 2525
4665 4959 2169
3400 4659 735
432 2977 3625
2483 2542 3648
52 2564 1438
2696 4199 4937
4200 4924 4100
3349 4137 1003
2740 4484 3833
4639 4776 3927
1204 2941 4334
1055 3442 3291
349 4654 4184
3552 4400 3015
3695 4671 2767
927 3417 1935
2484 3818 1951
1503 2275 2038
1525 3211 4846
4338 4500 217
2513 4443 3315
4677 4687 3007
4110 4752 4183
834 3799 881
1227 4292 2068
2043 2883 2923
1087 3176 456
3543 4973 1420
4670 4794 529
2666 3949 1719
2057 4601 990
2243 3987 3291
1410 1965 3354
3997 4929 1242
665 4753 3839
1833 3827 1448
4821 4930 804
3977 4328 2493
4317 4349 3201
1295 4961 4699
3007 4012 687
4523 4997 584
4763 4797 115
3671 4974 3945
4433 4622 360
4775 4826 415
4910 4974 1818
1711 4743 4283
4957 4981 2481
4214 4794 272
1670 3365 4380
25 1070 3045
2047 4437 4347
1751 1781 3342
41 2751 2019
3061 4518 2990
558 4608 2416
4552 4623 2522
1008 3282 934
1689 3585 3301
2279 2377 711
1054 3027 1620
3103 4096 1735
4298 4935 2234
415 4896 711
605 4042 2303
1396 3331 1502
609 3916 1931
2591 4453 111
689 1773 1402
1984 4625 3800
4703 4727 4038
2804 2837 4801
1133 2319 1367
3634 4785 902
2883 4161 881
3463 3529 566
2206 4421 1774
620 1391 2932
775 4188 893
553 3269 2657
662 4158 4538
2743 4913 1664
3185 4434 2337
670 734 833
935 2065 2458
3712 4230 1109
510 3478 4765
2130 4825 3164
446 3881 2540
1357 3957 1292
37 3466 2962
2134 3282 4513
4469 4696 46
742 1512 1382
3221 3222 653
2148 3926 3538
1845 4306 147
2893 4062 4682
3634 4880 2612
1360 3850 4473
2166 2331 4172
3949 4171 4650
3384 3483 2360
4175 4857 1176
265 2042 1932
1099 2135 2695
1074 3010 1815
4540 4565 3801
3661 4224 2092
1244 4763 490
3362 4783 776
3360 4191 2951
4909 4978 4156
3494 3745 4189
3384 4912 4919
1114 3106 170
548 1961 4040
4557 4739 3832
1814 4953 4262
2414 2936 668
2405 3934 4210
1302 3634 2056
2675 4183 1673
3346 4200 4033
4463 4655 2832
297 3504 3203
1916 2236 3928
4537 4811 2624
3030 3498 1853
4485 4661 2478
4980 4990 651
569 3466 791
3456 4373 353
3584 4131 2064
2093 2912 2868
2898 4890 2334
1979 3300 948
4975 4979 3730
2661 4042 1959
1977 4987 2598
1408 4188 4264
2593 4033 2941
737 1691 245
4980 4988 167
4511 4849 4412
881 4415 4425
454 3896 3806
2363 3499 746
3601 4909 4617
2108 2327 2468
3878 3990 3946
3720 4151 4589
4874 4899 1939
2542 2655 1113
2147 4117 4937
3835 4920 3739
1872 3045 4172
2605 4093 980
1025 1314 2731
3813 4358 4694
4341 4578 529
2945 4776 167
1081 4604 4507
2383 2995 1286
4536 4666 2065
1354 3065 1794
3510 4248 3608
3805 4498 3713
1844 4567 3361
386 1333 169
3457 4596 3717
3287 4233 4587
10 962 3865
4029 4793 2818
3182 3507 2308
4632 4967 4104
2596 4576 4021
3035 4999 158
306 2771 1458
4435 4997 3481
2385 2737 20
468 1728 1607
3867 4848 890
2788 4486 1559
4771 4887 283
904 3759 1666
1846 3574 95
137 3473 3137
979 1654 3292
2270 2426 4320
1219 2798 3684
1578 1756 3931
17 2039 4243
3158 4008 3481
3812 4792 966
3988 4157 2014
743 1784 4634
1245 4672 1390
2362 4202 2936
1480 3623 2862
2747 3156 1746
1454 4264 1512
4118 4468 4966
409 2309 4442
2343 3375 2944
3356 4169 474
1660 3402 2808
2469 4150 3803
3119 3910 1283
1028 4283 663
664 3158 4783
1217 4763 783
4132 4352 2162
4998 5000 4231
2722 3782 1100
3800 4983 521
3139 4122 1012
2587 2889 4412
2450 3957 1671
1623 4868 368
3589 4260 1277
263 878 4873
3319 3718 4435
2232 4162 4426
3962 4121 223
3225 4187 3015
3990 4252 1435
3508 3582 1346
1117 1346 4332
3408 3645 652
696 2950 4366
4964 4990 1204
2563 4182 222
4137 4927 1762
23 787 4488
4861 4988 4639
3444 3807 1723
4065 4483 4597
2551 3958 3338
4439 4727 191
1759 2606 3170
3802 4229 1962
4890 4943 2463
1624 1965 286
2534 4080 3695
109 1008 1324
2632 3398 1449
1616 3812 4653
4354 4979 4254
3390 4007 3290
622 1979 1804
4764 4889 4029
2664 3331 2611
1319 3165 3577
992 4933 1254
580 4741 1332
1394 2019 4833
4749 4924 237
2924 4069 3408
241 917 3565
1887 2855 248
2420 2632 2143
2527 4353 4910
1044 4077 1845
2790 3976 190
415 3594 2974
