5000 5000
4112 4225 2710
4229 4452 841
2660 4007 2443
129 315 4284
775 4373 542
1784 2414 2457
55 4200 1181
2513 4769 4479
4492 4500 2797
3900 4678 2811
4284 4743 2493
4162 4878 4059
2556 3679 1760
4272 4317 603
3270 4358 657
897 3570 550
818 4714 2237
521 2988 908
74 1930 2224
1914 1977 3674
633 4783 251
2797 4641 2568
2736 3085 298
3094 3418 3300
4795 4840 3853
4302 4430 2459
1323 4041 881
3440 3804 995
1664 2617 4591
1079 1678 3049
4371 4476 2856
3888 4999 2572
1675 3058 69
2615 3846 3713
1591 3706 3414
438 1345 3197
41 1803 94
4984 4992 1645
4334 4465 1133
240 2260 3601
593 763 947
2774 4254 3077
3812 4217 1302
3168 3240 1893
1618 3635 1915
278 3130 1315
4431 4645 752
3107 4136 2662
423 3830 890
1463 4992 4472
1291 2106 2150
3683 3980 4178
605 3465 4861
2030 2030 3589
45 1615 2281
2540 4320 3510
2914 4440 4034
4671 4850 2366
3559 4336 2303
1609 4815 575
4620 4659 1464
4893 4902 911
2231 2390 1779
1599 3204 3783
3811 3873 1649
2213 4160 3749
1752 4038 23
1297 2086 3291
4053 4108 3238
4518 4918 1341
1635 3308 4010
2512 3977 3199
539 2590 636
4315 4965 4311
2664 3130 124
4638 4685 3940
1096 2316 3881
4594 4935 4307
2915 3561 3986
442 1946 170
683 1481 804
2798 3745 2549
1674 2789 4458
3611 4402 2393
3510 4673 1038
2020 2670 1269
231 2887 3384
289 1116 62
4150 4593 2211
180 4266 4196
324 1945 451
2866 3636 935
4605 4870 3903
815 907 4896
2015 3947 3751
2860 4145 988
3504 4999 1962
2764 3135 2624
188 2214 4178
7 308 2075
2592 3542 956
1324 3509 245
4306 4585 4685
3055 3520 2913
1234 4913 2321
4221 4596 4737
4596 4678 2940
1248 1938 4054
1414 1887 150
219 282 1604
4947 4957 2672
1146 2629 2269
486 1373 4396
1841 4800 739
3105 3877 569
2020 4811 3928
4752 4895 1724
1541 1933 2789
165 2106 4088
3147 3885 1837
175 956 1989
2479 3844 4805
3559 3634 199
4845 4862 2409
2437 3188 3861
1112 4427 2349
1147 2108 4416
1768 3090 1815
1664 1904 4473
986 2900 3563
2111 4125 2597
3352 3765 2991
81 347 1114
976 1270 3508
3787 4808 2999
2471 2974 1019
3098 3455 4684
4740 4819 4955
2097 2414 1684
1504 2665 2066
3816 4374 1264
1543 4136 255
149 2679 123
2207 3993 1456
1988 2498 2066
3400 4102 2145
4221 4977 891
1551 2713 4044
1863 2303 4523
922 2354 225
2827 3084 4420
4128 4819 228
3846 4416 4604
1651 2486 4324
1725 2540 2748
4578 4895 2418
719 2407 1376
2865 4542 4733
2988 3283 3132
3927 4681 4498
4279 4833 2747
2889 3923 653
886 3436 4303
2950 4855 4857
4417 4589 4426
4053 4538 4979
3380 4828 433
980 4566 971
3279 3839 2351
4672 4960 2444
1800 4886 4645
4849 4964 4595
2050 4119 3150
2272 3055 3138
1401 3211 888
2484 3652 2302
3795 4822 4944
3323 4630 3371
3298 4920 3595
3588 4122 1040
1941 3960 3736
1057 3664 138
4868 4930 3991
1548 4636 4394
2370 4946 4948
481 2727 327
1840 2530 2133
2914 4107 2652
4553 4614 1311
2012 2785 4443
4550 4756 570
1481 1677 3848
816 1453 1476
1728 2567 4557
3082 3395 3542
968 1625 2053
578 3389 3869
1310 3559 559
3521 4150 464
2106 2663 4837
4766 4840 2149
3459 4862 1261
4534 4915 98
10 2622 1333
4697 4993 2257
3846 4608 4969
2185 4763 1338
2529 3372 459
574 4460 3946
4631 4764 3181
3611 3987 1044
3494 4340 1753
3464 4308 206
1918 4641 2607
1391 4059 875
3263 4553 4378
1414 1972 4881
4613 4818 287
1959 2615 2392
2211 2523 4578
646 4204 609
4331 4784 148
3641 4802 4416
4390 4615 1134
1298 3292 3679
2777 4681 1896
1995 3148 3921
747 4816 437
2458 4830 3226
650 1064 2518
2607 3082 4978
2270 2743 2049
2683 3769 599
4860 4955 849
297 3937 689
3256 4418 2712
4398 4840 4818
3200 3257 3153
1760 4844 441
2665 4569 546
319 2667 3545
2232 4919 4465
408 3944 1460
2782 3663 2435
3641 4329 2409
3664 4521 4231
3062 3592 3534
4169 4955 4173
2690 4519 2829
350 2160 885
1081 3779 1977
737 2932 4033
1255 3393 3725
3690 3917 3802
2159 2511 282
2172 4001 80
1288 2249 1493
4371 4459 461
2164 3971 267
2686 4004 4422
3397 4894 4586
4329 4902 3539
1648 2626 1055
268 1454 2828
2316 4889 4154
4800 4993 3680
4885 4978 3862
3906 4213 4726
3919 4275 3004
959 4525 350
3994 4846 1831
364 907 3573
3711 4059 3990
3534 4595 1501
4661 4942 2619
3880 4772 3429
1658 4661 4168
2962 4048 3328
3468 4993 1283
1681 4025 1035
2473 4404 3173
4678 4989 1923
283 1364 5000
1791 4593 143
1068 2450 560
3593 4419 3727
4693 4953 1742
3086 4870 1726
4119 4880 4618
3895 3999 3296
3415 4813 1790
4199 4730 4028
1312 4221 2303
1131 4166 3727
418 2737 259
546 2048 4767
4980 4983 3169
96 777 4640
3419 4884 156
4153 4825 3755
4540 4582 4884
3080 3941 3385
1607 4141 3798
3201 4790 1690
2944 4822 1392
1074 2782 1949
1107 4453 852
1101 4734 1924
1390 2429 3596
2144 3920 1720
4244 4644 3031
1162 2335 2016
1736 4167 3296
2904 4793 2781
3505 3980 4347
1085 3908 1299
1066 1086 472
3931 4942 414
2383 4546 104
3864 4728 90
3910 4763 3924
2089 3801 846
3463 4491 4199
4998 4998 4303
4025 4699 3443
2847 4627 407
926 2717 2481
3648 3922 1296
1929 3946 487
75 3992 4454
114 708 345
1781 3524 493
2251 2609 4389
95 3443 1252
1252 4102 2059
3478 4974 553
1405 2462 689
1397 2085 49
62 4905 3409
545 2290 2456
4720 4922 4177
3886 4335 2889
4789 4935 44
1227 2961 230
1400 2979 631
3653 3834 4169
2981 3033 4268
3731 3924 3867
3167 3406 275
4039 4754 1768
3528 4855 600
2992 4481 2722
1296 3856 2742
2888 4583 2688
4843 4933 1767
2034 3749 2660
2851 3121 4510
4205 4521 1721
410 1635 2315
2223 4474 3894
2802 3202 269
386 2783 2255
2399 3180 3904
654 2243 4665
3465 4959 1584
1668 4504 4608
3615 4629 3653
4277 4815 4883
953 2275 381
3752 4452 221
3292 3495 3825
1300 2720 3600
414 1986 3522
4400 4502 399
2124 4079 4862
4858 4880 2235
1539 3549 4557
1292 4591 83
3596 4090 14
1877 4862 2820
301 3756 146
1874 4995 4625
4921 4961 968
1888 3096 4564
3420 3619 3715
4622 4648 2341
147 165 4318
4821 4998 1379
4242 4727 2445
322 3444 2570
3762 4187 2875
338 1603 150
672 4792 3622
4531 4627 926
4900 4962 4090
2340 3624 3453
538 3433 3786
1041 1560 1742
2266 2331 76
2637 4396 3835
4240 4506 3682
2967 3446 3819
3327 4971 2492
3977 4961 2697
3165 4708 340
4099 4105 150
4700 4820 3379
1745 3300 1993
144 1830 3175
500 675 4163
2511 4299 3097
1814 4738 1558
3213 4737 1920
4699 4908 4736
4968 4990 1095
4741 4887 2165
1116 4868 4030
1539 3407 590
2608 2918 3791
1876 2892 1134
1611 3878 4039
165 4717 1707
2586 4301 2413
1186 4495 1489
3823 4666 3629
546 1822 4453
3996 4329 4757
4905 4994 434
4317 4887 2962
3140 4531 476
1043 1351 4121
1774 2431 2817
2196 3160 1850
314 2317 3668
890 4842 2141
2585 3314 4563
3623 4815 4488
1540 3189 3079
2833 3205 4223
4509 4522 3889
2586 3144 1004
1263 4482 1680
232 4464 1964
140 2905 1517
3617 4620 251
320 1543 2259
2525 2833 1436
4059 4497 2108
2962 4418 2998
3766 4896 4868
3313 4045 4232
170 2834 972
4067 4374 2650
750 4533 3840
1934 4105 1300
2080 4341 2834
1830 4449 2969
4500 4739 4441
1430 2774 3744
636 1022 3058
2639 4620 3401
1452 4820 2087
1070 3303 3542
4809 4840 3867
1089 4427 1110
1283 3962 1942
3414 4341 918
255 3657 2766
3871 4695 853
3184 3634 2690
200 2881 1504
2403 3385 586
1246 2511 3648
4652 4714 4460
841 4448 1507
2266 4198 1865
3678 4244 884
1180 4558 2894
4168 4717 598
3847 4457 3004
851 1604 4105
2283 3739 584
2840 4959 3478
3844 4747 4150
344 4673 2452
2677 4798 1171
4741 4893 4955
137 3921 4687
7 2811 4183
3999 4296 257
2259 4610 346
4497 4861 3927
4899 4941 4267
4503 4863 871
809 3121 339
3036 4568 4171
3778 4813 3934
1560 3112 2222
4967 4984 702
815 1241 2827
786 4041 4716
3080 4409 3464
1620 4163 1495
60 527 4847
2312 3315 4352
2970 3099 3159
2983 3143 2104
1774 3485 4249
4801 4858 736
1339 1393 823
1195 4257 3971
4786 4889 3838
4190 4817 4810
1460 2392 2066
2311 2769 1165
853 1557 3554
3345 3654 2941
215 976 2073
1785 2766 4007
2522 4036 4115
1922 4546 3533
829 3911 29
3696 4517 4035
2891 4646 3557
802 1310 2932
4047 4949 1146
4447 4650 2103
3776 3785 1111
4588 4854 2812
3385 3814 1344
218 3493 2185
2827 4505 1429
4033 4801 1464
1566 1731 4192
2039 2600 3095
2268 4222 3002
3652 4717 882
969 3542 2751
1958 4956 1034
1327 4941 3749
1526 4197 524
2255 2390 3062
1737 3160 2988
187 1282 914
2399 4865 2851
3647 4535 4630
4261 4908 3319
2220 3459 3358
2948 3248 4059
1272 4170 1835
2542 4553 2059
782 1581 511
1625 4440 938
1224 1238 439
2567 3919 1270
302 404 1549
127 4224 230
269 3900 2960
2977 3435 4577
2888 3645 1907
2710 3489 4346
3447 3618 462
981 1270 1067
281 1551 113
4056 4424 2951
195 1169 3802
1919 2438 3131
4116 4162 4765
4306 4502 3310
3196 4782 2881
4878 4975 1461
2467 4423 608
422 3362 1275
1783 4009 4796
2408 2903 2863
811 2747 863
935 1831 3323
2096 4425 1617
2361 3142 3804
4429 4867 909
3769 4319 740
4266 4502 2408
3116 4319 1463
2521 3521 2678
3567 4709 527
1776 3965 294
1041 2979 3287
3722 4535 320
3871 4976 390
2996 3742 3876
1427 4097 12
1942 3049 1774
2352 3126 4552
1653 2469 2614
4197 4646 3807
1285 1982 3764
3403 4258 140
4170 4573 3123
3607 4519 3689
3097 4906 3535
562 3627 507
1502 2260 3894
3043 4673 1457
4027 4745 1617
2651 4394 2811
1849 4441 592
141 835 2411
1132 3954 689
1817 3937 2364
4555 4890 304
1403 2556 3353
832 4391 331
2722 4738 2298
3570 3923 4109
3118 4411 4189
1088 1886 3809
2497 3461 2260
1534 1806 4851
785 2394 1915
2764 2977 1358
1986 3367 3000
315 3833 4478
3566 3672 4375
180 220 824
3182 3797 3298
994 1576 4502
3952 4015 2998
4719 4884 4991
1710 3661 1849
2981 3733 4504
3223 4011 3871
2216 3618 4564
1652 3224 4141
16 3421 4301
523 4631 3687
2699 4650 2676
940 1542 680
3197 3892 3086
3975 4397 147
3453 3879 3253
669 4949 979
1328 1561 3134
4232 4543 4933
2557 3115 2255
