5000 5000
292 4071 3475
4242 4996 4716
2886 3250 901
1812 4983 637
2460 3065 2662
1280 2018 4153
2597 3312 53
3515 4231 4951
317 2560 848
4051 4987 4464
2044 2601 958
4981 4994 1034
2170 4335 3423
53 4464 3065
393 892 722
2833 4742 289
2787 4391 2555
1459 2509 503
3132 3642 2758
4101 4788 2020
4108 4549 214
696 2181 648
979 2681 1111
1030 4626 1375
3778 3883 1395
1470 1665 509
464 4932 1681
4099 4241 1974
378 2199 3896
4350 4365 2174
413 4846 3899
451 1068 1534
646 4588 2551
4502 4765 4891
3312 3434 1340
1259 2228 2530
3619 4698 4470
2561 3807 1237
2292 2430 1092
4257 4879 4729
1033 2716 3860
4204 4789 4324
1366 4322 3006
1120 4620 4008
534 1086 2828
3318 4422 1352
3039 3976 3947
2096 3128 2473
695 3544 3036
1496 1704 165
2858 3759 1429
2810 4168 2759
2965 4603 3404
1514 3256 3461
4429 4604 2221
1279 4607 3207
3564 3616 3794
1686 3786 526
2297 2999 1021
2899 4477 926
1956 3577 1539
1752 4137 865
698 1504 202
1020 1025 2681
1136 3508 430
4820 4959 2883
4766 4831 4921
2716 3275 233
2527 4423 2850
4432 4910 4049
606 2079 1362
1300 2087 12
4958 4988 4126
2266 3888 3252
3887 4638 2171
2149 3950 2871
866 4030 1372
4989 4990 2143
1275 3930 3000
3702 3733 1911
3347 4012 797
4438 4840 928
1251 1598 439
3906 4912 3558
2734 3351 2709
757 3095 4789
600 3810 4985
602 4218 4858
3966 4387 2956
4899 4980 2361
141 2685 4560
1542 2381 4361
1826 2254 3912
4663 4836 581
3389 3993 440
401 4430 4114
3125 3564 1633
3490 3800 1662
3114 3419 1485
4294 4485 3789
818 1966 4606
4522 4820 1469
3138 4597 1335
3015 4306 1309
3502 4705 137
1026 2638 4005
4715 4882 2085
310 451 4198
1370 1701 331
1898 3976 4877
4823 4965 3190
4049 4891 4978
4661 4962 1604
4742 4804 203
3249 4922 3634
1850 3459 3290
2369 3111 727
2282 2604 3575
2890 4138 1827
1037 4177 3015
4529 4583 1207
230 1780 2564
3930 4177 2510
4943 4951 2062
1986 3057 2608
340 4564 2363
2325 3310 1636
4866 4866 3858
2130 3824 2340
958 1130 4701
2656 2976 4233
2287 2733 1295
790 956 2850
1955 4772 2915
3234 3418 477
3077 3948 175
4067 4730 233
776 1429 2245
1249 4437 2335
1556 4112 2937
1248 1848 4428
4024 4231 3922
3756 4108 851
283 2408 3678
964 3313 3355
4324 4511 855
3565 4213 1576
3695 4270 2162
1146 4675 1321
4896 4919 1449
1764 4504 3553
399 845 2667
3832 3847 4402
3836 4156 4629
692 4967 4129
3391 4115 727
1117 3700 2978
2306 4602 2093
1300 2639 2483
2027 2331 683
4635 5000 816
867 1316 149
822 4940 2944
3083 4955 4139
1367 4874 297
1698 4204 2628
2275 2531 4836
1304 2669 4853
1802 2038 898
4120 4215 4456
985 1348 2617
1689 2103 1538
4507 4902 296
3940 4078 509
3291 3309 3094
1410 2314 1754
3273 4912 4998
4376 4675 3604
2107 4245 1617
1309 3512 114
4534 4751 892
3333 4375 167
1980 3056 3939
1111 3181 3271
4714 4726 1516
4006 4168 2424
937 3811 4010
3432 3693 2867
4689 4961 4557
2754 4743 3094
4661 4972 1858
1325 1670 1543
359 2214 1961
866 3984 1416
2065 4152 1383
2412 3500 4832
2186 4177 369
1882 1974 4080
4557 4984 3388
1232 4261 3950
2203 4413 4141
950 4120 4760
838 4209 2796
66 2125 3455
2865 4069 1817
1126 2766 4919
4161 4693 562
4276 4588 327
1993 4628 1937
2465 4503 4727
1368 4025 3782
3912 3937 589
2399 4103 2747
4470 4879 2588
3869 3938 2106
1041 4111 1605
4117 4570 2670
3850 4409 4442
444 2592 2073
973 1773 861
1591 2309 873
527 1200 4629
834 1299 2584
3961 4892 3651
4601 4953 3062
596 990 4573
1154 2472 4365
4879 4997 3016
3914 4601 2122
367 3488 4584
4400 4831 4003
3709 4151 243
2505 2822 707
463 514 3541
3448 4681 2023
2132 2528 615
1005 3590 3182
3127 4773 501
3497 4940 4849
1177 1701 4939
767 2040 1051
3787 4715 866
438 4182 4409
1431 4045 220
1308 2184 3333
1262 2339 1325
1114 1467 348
4928 4935 1537
3828 4385 866
1292 4555 1548
4193 4477 3576
2266 3279 2624
2238 2466 656
4435 4565 4761
1788 2416 3486
587 3368 2816
2086 3792 3015
3190 3642 787
3279 4724 3095
1292 1965 2648
679 2986 2774
3567 4130 420
3507 4654 1609
1983 4856 2516
62 4209 1549
4876 4961 3878
4475 4524 1146
1017 3815 2109
2177 4531 4061
1888 3362 3678
2463 3947 3678
4298 4808 4886
24 2950 1894
567 4395 4664
4504 4583 4825
4779 4887 462
1753 2540 4700
422 2973 4408
2360 4133 3131
2159 4807 3120
810 2519 474
4180 4852 869
2025 4537 2829
2868 3524 1270
287 1378 3423
4752 4857 2714
3832 4852 1393
2477 3580 4855
3729 4994 2990
4160 4522 2510
180 1856 201
1389 2450 1525
2181 3960 2112
659 3336 4645
3490 4429 779
1012 2249 3694
