100000 100000
7476 37449 3810
55215 61686 1861
52365 85004 294
28261 56155 841
13580 33754 3114
80373 88761 3287
35081 41395 452
90148 92211 1625
97626 98260 3546
43182 54336 4743
25838 63916 3746
27535 71780 4705
16040 71889 3511
2067 82600 4065
2851 70919 3282
10362 76792 3567
18758 38365 3246
21052 58408 2482
2513 22160 2417
35830 37526 4598
62660 78622 1745
73279 94900 2638
71639 76199 4887
44561 77018 1155
69542 83652 3859
52028 59147 1813
91725 97647 886
60172 64691 4596
68659 94734 4501
99522 99850 654
99022 99372 1448
20095 59473 3907
16998 90566 3159
47914 89247 112
32662 47795 94
69497 86351 4161
46577 91136 4493
92444 95289 243
25571 32441 1173
70104 76757 3745
15550 64174 4766
45864 51469 1716
44304 95516 1141
35995 95774 3265
2037 50205 4806
98848 99892 4399
65115 79565 4142
58288 90537 234
13502 94614 3692
39581 77235 1729
41827 99731 236
41260 80198 1397
65876 66786 2859
94891 98746 967
71463 83708 1653
89386 99688 3763
47636 49607 3188
40693 55584 3085
12277 55412 3287
61251 93369 442
63625 88963 2133
17904 60768 2798
52745 68734 487
72322 72832 2211
12550 19529 1045
20808 39223 2366
48957 49218 724
6242 21314 185
16212 74594 965
6120 79836 71
73001 99364 243
46627 61605 1774
53122 83034 2752
62721 78644 3040
56548 76103 4026
21832 51184 1881
56605 85898 4534
40385 88707 3662
36253 60493 3513
25285 34652 2738
86143 94764 2741
81314 94674 106
47850 84838 4037
79533 96565 1424
28388 84251 274
54291 93895 4940
55870 82686 1917
24690 58863 3679
65822 72555 987
64909 94549 878
65092 87599 3606
48434 53624 4213
23701 79015 2625
52745 67953 3539
46981 88150 2754
38168 53893 4963
33560 60179 4592
81445 98356 4402
25016 59268 50
2363 71797 4262
17420 22291 542
17078 69359 3415
94650 95192 4301
21074 89236 1375
56341 85218 2185
61561 65963 4982
92837 94947 2415
77487 93326 3204
98495 98646 1545
16912 52553 3584
57026 83056 2893
54452 64580 4418
41969 87024 3603
63043 69808 3150
84607 98988 1025
89096 91072 3357
83774 85498 938
38604 90900 1996
28278 98890 3514
67262 96226 3115
72763 79359 4475
82994 94400 1764
88593 96610 144
9727 84931 2926
89294 98710 2634
31712 62718 678
44555 94052 230
40455 89608 3752
74028 94540 3458
88736 99330 3492
79599 99878 976
74666 83461 3807
72528 96284 1628
28539 71867 2311
43491 87226 1561
70868 81577 209
20397 92242 3992
12388 25799 4357
28587 91744 415
9237 97178 3954
49405 59155 971
88601 91322 698
88602 89292 2130
52074 82356 3730
76784 91282 258
83856 96139 106
22360 38185 3230
7218 88140 3928
53033 99484 441
14842 31154 3948
67270 93452 1457
37360 67312 1435
38773 44675 4929
94329 95080 308
7915 75694 2266
84194 90109 3364
17440 42684 2358
57157 76803 697
248 19753 980
50479 66765 316
15154 95279 2817
55773 82942 1302
70866 85407 629
59799 90152 4500
39445 75922 1350
98857 99891 2987
37513 76144 2788
88662 96506 4814
46208 49893 969
95452 96318 4720
46165 53132 3503
64292 76214 2732
28794 52432 2459
76408 82595 2094
9724 73616 1501
32054 82949 4474
31338 82480 45
21324 71925 3989
26928 56718 2185
35165 91643 3515
5869 18518 1671
66752 75651 2591
7961 34100 1787
83513 96036 3996
54474 87650 1216
93628 99509 4681
66333 80939 2123
69881 90907 1371
83612 92890 227
28995 39563 2349
83238 89405 137
72790 80459 4886
18293 59793 2381
76142 80298 2845
25944 99022 4149
86574 96440 2028
41333 98360 663
56347 64044 3956
48870 49120 789
95888 96068 4887
82647 90889 4362
15751 55118 2014
69031 93657 4782
69738 85027 3266
48183 88473 918
7529 73915 3854
42341 73618 1951
50888 61550 4276
63596 87505 2585
7324 82640 282
9491 40888 2298
67328 69808 4056
96826 97943 2969
44010 84106 2300
92349 97628 3848
35929 52117 4475
27378 56466 1621
58501 62124 4378
67058 72245 4616
13052 28189 4957
62701 85168 626
83339 90277 3567
96388 97220 3362
41546 84220 3408
88352 89052 925
13806 32647 4724
89525 98288 1636
24227 71318 4958
57150 89385 4850
21631 57838 4890
76371 89575 2470
32764 79256 4646
8971 24087 3247
19323 48807 2337
52169 54671 3706
16811 22034 998
99396 99735 866
16531 30603 3562
39302 76050 1129
63365 72446 4309
82430 90784 2787
48375 53051 1554
29854 81684 527
74539 75059 154
36137 46141 3145
58107 68827 2456
23986 79180 2653
96445 96982 2879
1190 11421 3229
77590 80053 2469
29239 40435 3086
70693 81429 2636
11102 90502 3015
27601 45390 4329
6703 60952 766
17004 59677 1290
31158 69362 4479
73053 96090 757
51365 58932 2591
78155 88513 2572
71032 98782 2491
30422 86369 1147
97415 98287 2484
2218 86425 2277
41737 42058 2777
98435 98968 4968
93986 97885 4150
7633 94278 2112
12653 72065 3582
66565 79683 1549
40707 71048 4688
45057 55612 1212
73465 93883 441
15463 80795 2130
96345 98390 710
91050 97361 1227
63860 84911 3557
41175 58747 65
34527 65334 913
98567 99995 3254
31271 32079 4175
96771 99597 750
9917 43995 1824
8448 70055 4177
61497 77153 3788
51054 66913 2178
27588 96769 166
90683 92980 3325
79702 99453 843
87687 91279 981
82744 87511 218
55736 58675 4841
6811 62700 2855
85738 94280 1794
44580 66840 2445
76473 77942 971
56888 81364 1631
38331 93550 4979
63798 91621 1728
99643 99764 3646
79155 83874 210
19047 21036 2952
29575 31867 3775
64697 75021 1388
66729 68452 2327
