5000 5000
4140 4235 1571
390 3570 836
954 3010 4467
4000 4556 1772
2182 4295 3744
4480 4628 1418
817 1097 3381
3353 4721 2108
1114 1517 2816
1290 1664 535
1909 3906 563
4666 4936 698
3583 4600 167
653 2638 3447
605 3471 3438
4687 4720 3080
4184 4211 2676
86 2241 752
4315 4995 4581
2820 4343 4702
1913 4477 4784
396 3004 3918
3161 4178 1329
3414 4042 1937
54 2266 4323
2006 2998 1693
4799 4817 2467
3658 3960 4633
2238 4544 3810
876 4726 4166
4822 4924 5
2405 3668 1205
654 1700 2933
2602 4160 419
2865 3798 4117
2713 3738 192
4775 4797 1657
1514 3814 4840
3159 3374 2606
4357 4523 2489
3209 3733 1189
4480 4604 554
4086 4402 4714
2843 3462 4218
3968 4380 3945
1500 3800 4900
4646 4721 4624
1236 2892 4056
1671 4724 450
1992 3043 4020
4672 4846 2812
1282 3731 4734
4424 4766 3549
340 1136 3686
4977 4982 4026
3428 3947 4258
2341 3183 4025
1739 1873 2248
4476 4726 1222
1842 4764 2905
2619 4069 3580
151 4037 2435
533 2069 3691
1856 4242 4540
31 3116 3241
739 1817 899
1053 4663 2892
966 1516 4592
4399 4458 441
2723 4552 1343
4016 4600 4478
3281 4225 782
2735 4865 1858
4478 4912 2621
557 2819 1198
519 3937 1669
1263 2248 129
2687 4051 308
4871 4981 3049
3271 3543 4809
1535 2645 972
410 4686 3469
22 126 4300
3159 3872 1915
181 4455 2005
4402 4566 4507
4249 4571 1398
1041 2358 3698
2593 4183 3393
3339 4986 3758
970 2959 4941
1045 2714 4116
3279 4972 2779
224 2697 1089
2692 4255 2553
2957 3578 3947
1978 4748 1430
1577 4477 4698
4876 4876 1604
4905 4918 2523
3396 3586 1668
2048 4825 166
3363 4182 3786
4409 4684 3786
1607 4730 3636
4523 4845 4892
885 3979 2267
2630 4936 574
3759 3877 405
4623 4713 2340
643 2715 3358
2877 3761 4132
3590 3750 2153
4094 4612 1668
2902 4373 3296
4081 4997 3674
2444 2671 3050
2967 3456 1774
766 1124 1789
3899 4656 2025
3783 4029 2590
4889 4889 2164
639 3477 1036
2108 3731 2416
4163 4239 67
2374 3950 708
1583 4675 3716
3173 4021 3473
1351 3930 853
1129 4507 1354
3361 3795 3540
428 3451 31
36 1820 319
515 2661 938
3277 4154 1860
759 2903 4181
4786 4901 967
1512 3121 265
1342 3420 556
3313 4239 806
4140 4156 3960
2634 3658 4856
3739 4150 1785
2394 3970 493
3481 3857 1957
