100000 100000
40488 45028 1279
67926 90755 4887
13272 84416 2348
9176 34391 2849
99795 99811 2306
88639 99696 4662
45349 75156 259
25999 85346 27
34463 39813 970
21328 61822 1464
29525 75728 2583
41983 79902 2620
90805 91144 1379
86563 98281 1591
62874 83915 1755
5137 60252 389
92421 95016 2038
97663 98080 4077
36851 85712 3420
5157 87722 2717
89186 96788 2184
3250 96921 1375
21407 56103 2810
56788 94071 4528
35392 54299 3268
34957 41475 2221
61086 97512 4721
5669 5867 2388
43373 84354 2066
98703 98729 152
22894 72749 3505
9290 50018 3352
97461 99634 1002
44878 69688 4085
10974 21462 3923
32047 43617 2437
21910 65277 2451
89275 92375 4232
36249 60808 3721
7013 41711 3233
85183 88463 3409
59517 72977 1291
73735 93329 4375
90720 96570 2521
16750 41643 3320
68058 76518 3979
1971 73826 4302
41244 79871 1966
74169 83563 1121
63494 98449 4178
89355 92679 1585
63303 91888 2585
67920 69260 742
74418 94812 2754
6445 35323 390
61670 69783 2135
65340 92313 4793
47828 53569 1882
97172 97297 665
6903 35125 1041
90350 97297 2448
80190 83840 2790
53724 62778 656
6693 57850 4271
79661 89281 4337
20888 66698 1860
68807 84511 4672
28258 96282 3596
83173 96437 3355
15828 17553 137
3544 73769 2226
11326 44765 1901
61221 66892 4815
96608 98114 2163
65549 96088 3449
49218 94292 2600
70028 86214 4548
17417 66843 1066
94018 98670 4497
41116 85502 4689
10456 38290 1711
29111 36471 3292
29895 81496 355
93873 95833 4266
30226 77505 2008
99373 99514 2772
4253 46372 2751
98040 99463 3374
15550 35309 76
5670 32163 2839
8389 89459 255
70363 83036 1227
32442 50209 2221
79077 83843 1929
20452 75019 1000
10837 61618 2847
79762 85376 4232
60293 98925 2425
62712 78299 3443
21776 40580 4959
17504 47729 2351
64512 64544 3567
8322 40874 635
69758 70031 3525
17511 65860 2030
61758 73140 3994
60420 73628 1239
3577 12658 4535
41042 83882 1015
85631 89617 527
62095 81716 933
85085 92747 3026
56472 71666 997
53342 58465 2202
29752 40351 4707
98962 99882 3831
6093 37820 2131
20721 58726 3145
17961 54282 1556
78197 88974 706
94537 98398 2057
66104 66110 3270
34286 57525 3358
89724 92858 19
62664 79458 325
80019 99332 1664
22700 80064 2107
34833 84152 2585
8831 62035 3458
94288 94306 1999
10143 99451 1940
79767 81704 4733
94274 95316 553
43215 79959 976
28273 82400 1839
92520 95243 4501
90846 97855 1326
79299 89306 4619
82947 97001 847
85652 91301 4519
11478 58563 820
18301 70520 813
32804 98444 1155
18306 24704 2201
30580 88122 1540
34263 62616 4111
64302 90559 499
2720 18671 2445
21849 99447 534
90310 97621 2631
52422 58058 3495
32169 59099 2998
52923 65881 3621
34743 94830 2241
61134 63595 4374
17148 37743 2385
88226 98022 757
44768 96394 2019
30356 87158 1086
72815 92984 3229
79771 82113 1767
49420 89879 1795
77712 79552 335
9331 72952 1689
38478 62030 781
44916 99834 1495
85657 94185 4304
69383 72456 4556
79161 94565 2281
7069 14632 1570
91493 98842 4224
24706 99859 1168
65365 80274 3871
4290 96572 1853
80163 99548 1957
21954 80572 3443
77127 78772 2405
51057 63578 2043
42032 97899 1786
94915 97984 3915
75626 86878 3443
61863 74647 1374
94695 96850 3248
65616 79673 367
19857 32533 2325
97942 99230 4387
57114 93626 2904
72810 91025 889
90173 97237 4139
41439 96062 4187
52798 63037 1941
63962 81497 3633
30850 58333 3095
50354 71840 3032
43732 50603 3140
98411 98722 3369
76562 85967 4658
33769 84819 4808
26105 89608 4857
21556 37938 4471
29401 41826 2579
83210 84336 4612
26027 86373 1436
54801 70966 1863
20785 34956 4394
32519 97404 2783
97054 97538 1451
89575 90406 612
30872 74378 1697
1375 63526 2980
29435 38389 2415
46369 60200 632
14575 80266 2135
