100000 100000
38885 78147 1166
21906 85552 2646
55061 94593 156
80868 87262 2747
91216 98124 3502
56397 58697 238
95478 98076 4449
98095 99795 1045
79959 87590 3102
70692 88964 741
66219 98346 3176
71015 80096 572
43612 88385 1167
73167 88715 4126
15276 15581 3427
4459 96685 3880
61061 78161 4257
56509 62487 4407
39069 89285 204
76665 83555 1557
68026 91834 1311
29812 73958 4171
61898 71608 3421
14012 89573 1464
36510 89301 4903
98871 99482 2791
55676 70410 2083
1871 3012 2955
8876 70520 4295
37944 42136 3164
56482 89015 4017
74516 93800 378
37347 86237 942
23877 81215 2899
57549 73506 2070
66069 76319 829
34662 76803 1626
84816 96684 1303
82995 99465 89
25180 34673 1346
48012 95587 4277
56020 73644 2928
94537 95221 3095
98317 99551 4401
41573 88886 306
68037 98531 4874
35749 96711 1772
30601 96888 2406
11670 96332 540
36612 83116 3021
91748 93606 928
83627 98888 3405
60658 88058 1739
59336 78866 2408
42622 57867 306
3269 29420 2657
64345 83778 1563
79383 99717 126
48632 74482 3830
33430 94761 2804
75521 84716 4100
64526 85878 370
405 2806 1107
22011 37430 4141
33751 79414 2355
50785 54901 4263
23446 96166 3043
43645 90689 1771
64201 90786 1956
81243 93762 1735
17596 24439 3711
24360 94048 2015
12707 83099 1918
31532 49401 4447
57279 94870 2961
92782 97300 3867
85961 95830 450
73114 84875 432
64088 87861 2401
36533 90236 188
46540 49142 2355
35879 82800 4619
41369 41677 1310
68806 84680 2224
94000 97794 1589
96259 98260 2807
54456 75161 1195
12782 82119 1340
70690 77177 2769
64989 77815 4320
28237 61512 1021
66938 75387 529
15274 50847 1592
23789 58550 903
40940 84415 3613
1818 55320 3273
92939 97798 4605
73624 98663 104
96250 96454 4720
84055 95632 1976
67737 68287 4998
42878 64239 1141
92533 93143 272
31993 71982 847
13595 62502 3083
97328 99778 827
58913 60209 4364
94636 98250 4494
9894 23427 3347
37695 82792 4303
58536 60100 601
63899 93818 1027
45770 50331 944
86243 94636 1493
72131 88044 2165
92542 93614 4573
77692 80708 4797
3238 90371 1237
17029 37229 4259
71808 97595 1566
53202 76716 2959
84303 95199 344
23191 95219 4085
27668 53966 2348
80109 83735 4190
80073 97866 3793
60641 67731 2695
24501 86922 3112
87050 95167 3359
7497 24397 3122
30821 47676 4019
29954 50285 1962
83337 90459 3712
465 50948 3067
18918 82724 2203
14787 94734 2626
77709 92537 1649
32877 40100 684
84528 98274 1928
