100000 100000
78252 94099 4505
54519 91196 3545
48422 50163 4543
92815 95078 1738
96793 96832 4636
75972 81559 1895
11481 15229 1671
93550 98409 3079
84776 91365 1423
84255 97916 1775
48643 61038 1622
70785 91624 1421
31420 39630 1177
11730 63851 3699
25627 29900 109
21735 87255 1377
41074 42623 3326
15839 74466 177
33263 72615 2838
90811 97422 2524
64734 96330 3404
81914 92287 565
38264 57066 256
60 22921 4762
63635 95082 2742
6021 97989 2384
67566 91267 3396
28604 86758 2348
59265 61291 4367
48825 83260 2406
80220 88344 833
83814 95059 1721
37394 69186 3891
26409 26927 2116
13552 68396 1431
95277 97711 869
98933 99723 1885
78501 90748 3232
69623 75014 3694
23835 99713 161
89502 94577 1258
11605 56843 1312
69757 77865 3850
403 38377 577
16840 84199 3156
68502 78298 2943
71252 87988 4817
42177 64775 3872
48930 93450 3924
20729 42968 4552
32059 49440 1061
84112 84125 4347
216 23635 3486
19770 83607 2089
94071 99506 400
84149 99357 3271
78529 83734 1549
9816 33807 4351
92230 95718 3209
6223 87910 4443
14851 16198 4835
72568 85893 1416
34364 87042 4568
82477 92507 3425
18559 38231 4082
29841 84979 3735
30948 93202 2304
16589 75845 4735
20437 68870 807
40204 56163 2612
15028 88823 4860
93309 97317 1582
61959 87871 3595
65275 97295 4917
30378 70743 4556
14243 52005 1523
20879 37098 3193
37456 67498 3942
49491 49601 1527
57239 79995 2825
80163 90317 1575
93718 97684 4487
60615 77845 228
24170 52828 4752
7817 35683 4392
10397 80521 3481
13493 93614 1124
42486 61296 3431
98190 99658 3140
14361 67572 592
56412 61684 1532
39209 59719 3226
47337 89044 1574
31975 46543 2557
71794 81248 3903
72196 78772 2294
88074 99454 2004
65921 82013 4591
81553 86472 3367
36769 51480 3995
56413 77860 4794
65465 75865 255
62844 70854 1810
51591 66932 788
13824 38595 4200
67932 85145 2122
36547 41304 2341
41719 65023 310
93863 98811 3832
86890 89584 3029
74761 98986 2640
97758 98768 2681
51863 63922 4205
82018 96361 4901
8062 47725 3636
67978 92641 2493
64084 67709 1655
51740 78554 2974
98320 99870 4200
49673 78293 2614
91244 94052 2778
15173 45979 4175
23380 51568 1875
9892 47789 2383
58196 86884 1568
34038 96386 4853
67015 81003 3203
5670 79923 792
38484 94894 1197
19538 64095 1381
58272 64799 1814
14112 85641 2038
92870 98520 1047
94029 96367 1089
27870 51532 2304
77737 90848 654
14006 22476 2980
78331 95781 4095
28514 69596 1352
78160 91262 2789
30992 38727 2001
67094 78354 2121
35407 44168 2161
24032 67478 1186
11307 23021 2297
30809 88862 122
92373 99053 3586
38783 67077 740
21644 53377 751
19464 96158 4485
34222 38580 2438
51715 61677 334
1755 32359 4937
59898 61826 2303
25189 61262 325
17608 77802 91
30401 87669 3417
73118 98200 3213
4090 83548 3531
72077 78112 4124
96081 96443 1003
84062 92271 1917
7491 62858 3113
85411 86904 1488
20026 57907 2326
99862 99900 4754
61461 62618 4368
84899 89654 397
43373 79068 2632
47285 72569 1250
88295 96106 4463
52343 58441 878
62544 76144 2512
67 90716 975
53965 84127 3073
70112 90074 3829
23332 53418 4020
62271 87641 2034
52304 96563 113
66467 77811 3371
2951 84048 4213
4550 49511 1599
80834 82355 3896
70625 71152 1285
11346 92807 240
13532 61437 390
96161 97732 4092
66657 95681 4731
69995 70651 2754
86748 93051 2527
55836 64212 4058
16503 19807 4478
29997 39328 4066
39049 60875 1885
97978 98367 790
48777 75920 4492
90032 90064 2142
39645 98811 3800
67848 74624 3647
24148 54831 1792
11183 92348 2838
68071 93952 3847
85076 97510 3457
36560 99207 551
92654 93862 1979
41172 75413 2997
98610 99874 3372
96913 97903 852
40850 63785 2749
37689 42082 4809
65552 71029 2560
56887 96590 4487
55982 59760 228
15721 47758 4390
29827 69180 2646
17925 62882 1999
58677 88750 1775
65663 94969 921
46042 64925 4688
42963 96836 2241
48663 81989 3963
89986 91806 2671
67371 98234 1959
17498 44098 521
69361 95663 75
28658 68374 4333
83060 96544 3277
78256 91311 1308
78305 97404 2782
58920 75911 3264
21470 29924 3194
28789 83517 134
87029 95533 2585
55639 62560 2450
76548 95577 3025
77604 97629 3493
70935 92719 3378
90853 99286 4192
25307 57109 3881
39038 73742 2787
17974 67077 1269
29447 93746 4958
50050 81240 2425
24008 86350 2075
95623 99960 191
31680 36271 1632
49945 98688 792
70224 72214 2451
76041 89644 1522
51979 90317 252
16833 48935 267
58944 89482 2598
57005 94105 1522
40298 47966 773
20259 40238 120
43930 88006 2923
84935 85641 3063
60421 79145 3003
8644 48555 2606
69735 79763 4394
71060 82352 4823
44092 63803 1204
51596 69718 2982
50450 61324 1065
29469 92895 2555
87975 92106 3230
77128 81242 3532
32225 32233 484
23600 54571 435
57852 62194 1774
17903 90195 3191
20003 90800 768
13373 75836 2503
35753 66742 1020
60364 75725 4771
86481 87991 3560
74720 89125 2205
54706 75133 1651
8441 38325 594
45913 84140 4895
95697 99848 1929
64912 75771 1919
2741 76130 3737
52414 86861 2316
41936 80678 340
10582 20610 4646
57541 64445 3166
85087 90468 718
51718 57983 1059
31583 66984 148
31080 80360 541
79673 85396 2899
67964 75236 144
9529 71790 3839
1257 42641 2205
79194 80696 3292
38760 46902 77
57456 93692 2696
36751 93622 992
57342 60567 3205
94378 95896 3297
17371 92213 2397
56234 73153 1855
30466 41213 2691
32916 73524 2317
89906 96341 2524
84074 98929 2109
54041 70735 4250
63795 86419 2754
85776 95918 9
97099 97747 2033
5207 30688 4089
982 59886 987
26767 36307 1051
88040 91121 787
96578 97619 380
98348 99005 2890
30017 51021 4445
80640 93836 1191
11003 55200 2001
80313 85107 3684
7149 28888 4443
99441 99691 2785
44299 65682 3961
34973 94870 1355
72666 74864 1870
61435 81527 218
23264 77005 2849
67192 77432 335
39149 81235 2034
40394 81777 3072
50887 80522 2541
84984 90277 4336
41831 48692 2034
329 56564 3027
45906 66723 4375
69790 95854 543
99268 99832 15
49181 54852 3958
77362 91510 3605
9369 87242 4474
89113 99866 2469
35891 92538 57
33038 65649 1222
67048 74528 4840
33375 69300 3666
28718 76010 2208
97238 97508 2806
1202 36802 563
16830 36516 3853
56104 62106 3086
56583 81886 174
1849 17846 4544
3369 9792 3500
44082 73968 568
85466 93120 2178
12762 94477 4579
95495 99825 4453
38977 92042 694
65514 68675 4064
99846 99889 3328
14522 28471 4493
82432 91068 791
63616 86195 4170
14727 42278 4202
94408 94694 2437
80515 97008 1261
48057 61422 3269
18647 66828 3054
2800 92981 768
74248 80530 4862
51979 68331 2283
42799 96224 3768
45546 81157 1117
15716 28035 3055
37692 68653 3671
85550 89880 4484
61444 61464 1099
74832 85214 1271
46001 77386 4209
90677 97418 4679
14929 54679 3459
48289 70987 3348
29461 43404 1196
111 72258 1924
87546 95693 1913
66193 69835 1106
88009 96097 1376
11932 37046 2605
6359 28713 4537
37817 66537 1560
53854 67749 4218
13581 36230 2500
26892 57067 858
64767 64833 3339
80925 98187 4742
46786 67892 2117
20042 43540 376
8452 10499 1002
46967 63503 3699
55213 73929 4142
50784 72480 4480
63325 83215 3719
86568 96610 1321
20160 91432 1436
88674 96703 4353
5107 88891 2909
68589 96247 2280
30460 78685 1790
49965 97846 508
28345 53530 2795
5335 50738 1302
85932 88128 4608
60671 61686 1340
88387 89308 2720
98058 99598 2902
66610 92231 3881
58046 98283 2023
10282 69192 2810
94402 95902 4538
19791 67540 876
72888 75943 1215
84250 96299 3759
65622 84475 430
15525 53763 3289
55106 57418 104
22899 65834 3988
10091 90107 1831
37212 40777 1545
90727 91530 4669
93155 98431 221
11777 56717 2649
36047 80875 1152
73148 83044 4827
21563 32605 1878
34417 60617 533
18791 93671 3427
28860 29703 4462
75765 86286 1197
67856 71721 959
26715 53550 4851
59986 71947 430
22151 58720 1190
99111 99493 1492
53888 72103 3045
15972 45556 2623
4791 12998 2922
87020 99149 3917
99935 99998 4612
68409 83296 3143
91635 98650 4969
78369 97407 3683
29474 86297 1170
15418 27545 2407
3129 57901 1925
18857 96069 2401
94762 96772 2530
3800 46961 274
8495 90898 4610
17286 64278 1402
43044 47248 4054
39883 52460 4024
82722 86893 1976
95799 99289 3766
1295 25138 3949
92262 92659 4694
89039 97982 346
65115 75076 3789
16165 91186 59
31200 31542 1463
23252 41719 4592
21802 23641 4035
59126 93045 2517
86847 94677 4896
73465 92665 1637
3004 66703 1734
48232 90436 23
89582 91348 4573
14452 20903 2537
27184 83676 2237
60811 96440 4227
1087 2707 2946
46748 59957 1647
8738 60575 3800
25069 56320 1154
14868 87969 1006
98139 99772 799
46856 73889 2817
35001 53838 3937
93289 94766 1041
7486 50652 752
83203 86912 201
71813 85043 2863
95837 98274 3234
9821 58230 3204
47465 63416 3869
47990 73637 2457
59339 89336 2725
16910 31054 85
74658 79445 3976
94536 97908 1867
29360 42110 4909
69053 92867 2699
17832 74932 661
8752 75666 2492
40756 51851 4674
19602 26026 3681
58726 79852 3810
59409 98193 224
82898 89548 2379
76367 83981 411
91471 98076 1138
74884 79953 3633
47183 95950 1506
81367 83390 4043
50270 98556 2857
5209 22755 492
96696 99669 3016
96730 99913 4529
50758 51247 252
2138 73311 3316
5335 99976 1286
42251 45266 534
48659 57816 2620
97519 99558 4023
42585 87824 1301
95081 96273 2193
69497 95691 984
27257 72926 1362
95840 96942 815
56987 80203 2269
54455 87713 3896
52177 98742 4336
82748 96489 3672
71293 71599 2133
58360 77355 1942
78391 93353 4916
94406 97438 658
87919 98106 3145
10973 87606 1560
45977 78152 1541
21444 72187 4455
1679 95217 3218
53528 85015 4427
80839 96897 2690
16333 28571 3948
72350 74874 4378
21516 63243 3678
51446 96401 2847
73717 81883 4933
96923 97371 3454
43653 60770 1577
10380 32088 2668
58583 86633 4662
80491 95564 271
46687 82178 266
26556 49797 1613
24499 56664 1565
43410 82210 2403
48527 83031 946
57290 84401 215
