5000 5000
1750 2435 4109
4127 4718 3203
3091 3160 4673
1138 3110 2295
3515 4134 4765
1099 2476 778
1587 4837 3251
4809 4909 3439
3802 4916 719
1899 3024 3675
741 2906 2699
3274 3414 2652
1258 3733 1345
1021 2480 1402
4048 4673 353
1651 3707 2924
3721 4854 2564
2102 4154 714
4360 4752 891
2656 4605 2745
562 3386 947
2730 3931 3710
3164 4787 3577
3912 4749 686
1184 2082 85
3434 4067 328
1744 2667 1525
4952 4988 2246
1550 3337 4147
4579 4800 2111
3619 3662 22
1960 2148 725
601 4278 2112
2700 4126 1512
804 878 4151
4604 4848 1682
2935 3416 3229
4320 4321 593
2193 3157 416
2435 3342 3069
3942 4786 4380
2723 4074 2456
4111 4926 2508
4430 4970 1172
4941 4963 640
2491 3143 1012
682 2486 4852
2631 3358 2672
3994 4799 76
4727 4878 3633
150 3088 2236
120 2748 3323
3562 4362 4457
4212 4941 333
4929 4954 3237
2150 3288 757
872 4428 3423
239 259 2553
1494 2166 2013
2493 4647 2920
744 4078 1393
4791 4898 4700
928 3688 815
811 2913 1737
4093 4236 3487
1553 4172 1156
1446 1516 4664
2353 4221 251
3982 4431 4927
1926 2982 1670
35 3149 2396
4972 4992 2409
2038 3181 4122
3834 4001 2339
3519 4633 4631
2319 3779 3092
2284 3634 4306
1911 3131 4351
4818 4919 2048
2526 4775 1636
3537 4773 4373
4532 4729 4125
1511 4956 804
2999 4370 4291
1563 4597 4092
4308 4731 2243
199 3377 3724
2995 4875 2426
3463 4047 1276
3037 4180 4942
1406 1837 3575
2783 3666 3444
3737 4949 1046
2016 2114 934
3126 4148 3169
3947 4195 2584
1191 3517 1233
2165 4830 4809
4500 4818 1824
3876 4820 1896
437 4026 1750
934 3379 4695
1831 3288 3361
443 650 1130
2898 4722 3892
3694 3702 3714
3552 4678 4291
4175 4957 1012
78 3975 126
2870 3557 1908
707 1878 3083
4416 4612 99
4480 4553 2300
3345 4488 2691
1300 2193 1050
268 4718 2592
914 2721 285
2282 3066 2599
4231 4278 2803
1364 2451 3198
3461 3524 1891
2640 4807 3548
3193 4793 869
3807 4596 2680
1356 1595 2406
3288 4176 3416
3153 3742 1541
1920 2462 3951
2780 3518 521
4430 4865 2249
4391 4852 328
476 779 1888
2126 3992 477
2740 4519 4582
2699 4878 4871
3375 4824 1697
745 2236 4679
4459 4622 4290
2231 4877 2992
3132 3425 2546
2724 3813 1980
3545 4216 668
344 2196 4841
3037 3199 3806
2340 3403 2081
1712 4764 1270
1673 1857 1280
3808 3838 938
3927 4797 4101
3860 4976 3829
4272 4862 518
1549 3843 536
140 4496 3041
4086 4646 4513
3668 4045 1637
880 2442 4317
2979 3953 2615
868 1112 2029
32 3655 3393
126 1401 4119
1440 2052 1783
192 3749 10
4196 4992 3567
4158 4836 1396
1977 3766 3
2182 3469 1935
176 3575 1078
1523 2168 2527
356 663 1450
1249 3176 1745
2369 2555 4278
2325 4002 2256
2361 3123 846
3259 3922 1942
4897 4963 2422
4440 4922 2709
58 3522 113
1211 4930 4642
3460 4422 4413
3927 4427 1956
3897 4893 3736
823 1328 1043
311 3070 3936
2556 3195 2237
492 699 4944
719 966 2499
3803 4219 2445
3568 4313 4781
1170 1296 4019
4497 4840 2042
3515 4147 9
4449 4972 2661
3442 4270 950
3029 4494 1566
3409 4166 2175
1808 2719 942
3545 4707 271
2811 3062 2273
3975 4876 1029
712 3907 4162
2891 3098 4537
599 2826 1269
3603 4074 1161
4751 4895 4813
4539 4742 891
3268 3752 766
2603 3158 4982
3855 4550 1695
2394 3001 2742
903 1909 2542
3633 4500 3496
1537 1963 4578
246 4632 1545
3821 4282 948
556 3918 705
1047 3962 953
1066 3974 2329
2563 2579 3690
2118 3126 1105
1459 1485 1839
129 4455 2635
2208 3398 2809
3649 4812 2621
4087 4373 3599
2989 3221 343
450 4961 910
1431 4108 3265
4288 4337 2712
4999 4999 483
4011 4800 214
476 1466 1858
4778 4929 3941
1159 4232 44
774 3909 4441
3128 3315 2900
2049 3056 1618
2245 2404 4941
4634 4705 2763
1678 2452 4680
3749 4394 25
2546 3391 330
3085 3685 4621
1633 3693 4791
4125 4429 4998
1973 2171 742
4305 4495 4226
403 4669 2629
3725 3915 1596
243 289 2256
1378 4079 2314
1626 2454 4007
4223 4780 3656
803 3582 1108
1538 2613 3782
4148 4175 1740
2262 3543 2720
3375 4718 741
3789 4009 4456
1582 4145 1175
2091 3728 2498
3659 4476 2150
1318 1459 2528
1525 4265 4258
2080 4477 4055
3625 4085 1437
2553 3286 2071
543 3751 1462
4624 4697 2403
2330 2877 759
1165 2580 3763
1892 3136 3323
1515 4852 4970
1156 2685 3306
2081 4896 1714
3310 4938 4135
1970 3054 3627
507 1941 709
1166 3488 667
4508 4856 2690
1452 4356 669
4872 4989 395
1224 2770 3098
2772 4912 3195
3281 4335 31
1392 3589 1603
4041 4239 1634
2497 3813 3338
2943 4738 3678
1952 2789 1268
3256 4133 2044
677 809 430
2820 3715 416
31 4820 1449
1517 3518 1944
421 3470 1453
3067 4303 997
2256 4577 4811
11 2944 3754
3336 4327 3043
2731 3988 1002
3616 4912 4978
802 1702 3183
4905 4981 3714
523 3584 1756
252 2789 3978
797 2869 3229
4050 4927 1313
192 4603 1813
416 3681 1134
4545 4733 3212
4495 4582 4360
3998 4381 3613
4210 4848 3943
288 606 4534
3790 4403 2749
3731 4475 4313
3054 3185 4292
2214 2654 202
4932 4981 463
3612 4858 4963
1351 1517 2278
3461 4947 4986
1596 3269 284
2931 4734 2504
2146 3114 3575
4993 4994 386
3899 4061 1564
2715 4523 2450
4882 4997 4806
4818 4923 2305
4693 4917 696
1791 3558 4860
1832 4908 3090
2848 3151 1318
1178 3251 361
4206 4641 946
4714 4911 1459
2691 2928 2280
3228 3701 1322
2807 4770 4069
