5000 5000
471 1362 4771
4604 4636 1150
4609 4816 2029
2260 4672 95
3950 4814 4246
538 4811 3084
3262 3832 2413
3724 3732 936
2085 3781 430
1661 4692 1308
1552 4241 1372
2960 4030 305
1021 3414 4421
2689 4730 3486
644 3550 1421
4778 4813 1420
1124 4983 353
2609 2934 1484
4360 4956 4497
2616 2997 581
3011 4659 3373
1134 4934 4568
874 4222 2132
2654 4687 2284
577 2060 4785
4159 4431 4418
2576 4453 700
917 4948 2798
4669 4731 1460
1027 4449 788
600 2636 223
3324 3642 161
3966 4408 2304
757 2093 4437
4725 4756 2641
4660 4986 4443
899 4739 3184
3368 4602 1947
1868 3218 3956
2816 4769 634
3592 4159 1512
488 1080 4335
1697 2206 550
3308 3970 1054
4409 4917 3135
1924 4007 3111
3352 4851 3358
4630 4823 1872
2340 3424 1897
2087 4665 2995
1589 3238 1357
551 1154 3248
341 4908 3316
1200 2854 1863
3376 3580 2591
243 4054 1477
2626 3082 4593
3015 3357 4796
4546 4717 560
1692 4551 1825
1874 3282 1649
4461 4573 1270
4152 4733 2543
2855 3706 4395
4289 4308 3855
1999 3441 2918
4877 4913 568
1982 4030 1738
1349 2015 3479
583 3716 4432
393 2745 3452
3979 4958 3612
2396 4970 4941
4479 4960 820
4468 4730 4722
4373 4703 3888
410 2305 3068
1520 4344 2036
3077 4773 1139
3156 3526 3968
707 4873 4396
285 598 2153
1865 4740 2071
792 1451 285
1835 1943 958
2483 4067 4838
1004 1074 4665
1523 1912 2949
1106 1697 3852
1666 3773 2626
4345 4655 3072
2911 3894 2061
3353 3394 200
1320 3866 3411
2658 3055 4247
3147 3197 2724
4775 4870 2940
705 1198 1860
2778 3211 1714
824 2290 647
4164 4932 890
1345 2903 2764
1668 2813 1443
193 1523 3399
3552 4008 3565
4487 4544 1308
4709 4758 3475
1721 4105 3105
3219 3389 521
1890 4183 3540
2823 4546 776
1717 4087 125
2631 2972 726
1305 4797 1336
2214 4931 4274
4568 4800 3947
3389 4180 1400
3520 3989 3976
4893 4989 4761
2425 4242 899
4228 4937 3457
398 3657 1232
299 3577 4913
2235 4143 4361
2785 4139 3326
526 3458 579
1490 1552 4689
3628 4514 4388
2615 3854 1494
553 1005 3945
4736 4792 3831
592 2980 4562
1924 2861 1200
4867 4906 4546
2399 2636 2451
1974 3755 1023
1335 3676 4178
2943 3222 3495
4048 4258 1713
2634 4028 2925
4041 4094 1693
58 2810 540
2387 4836 414
3170 3553 4409
3264 3834 64
4641 4884 2786
4536 4603 3155
286 2388 2277
2112 4149 466
468 3950 2055
2029 2242 4052
3357 4782 4607
3975 4948 3121
4849 4993 3078
4630 4809 4604
3379 3949 436
3281 4440 2976
39 1762 2693
3412 3776 4827
1544 1829 4135
3196 4798 3747
2504 3248 2103
1925 4745 3904
4428 4962 3038
1108 3734 3070
3790 3835 1738
4368 4422 4636
161 3957 2485
1685 2095 425
214 373 4979
3461 3701 209
695 2623 1290
4670 4689 3047
340 2560 2210
1710 4883 1509
2484 3459 1358
620 4822 1360
3416 4407 2657
3772 4556 3906
2635 3700 868
3110 4976 2460
4407 4441 2783
2178 4608 1753
2361 3309 335
4512 4657 3018
3209 3785 1637
1158 3652 1475
1408 4088 4691
4687 4969 4915
2832 4531 1729
282 3055 137
1395 1579 588
22 4835 1767
4374 4833 2199
4308 4593 2669
4723 4868 2042
787 2165 1250
243 2646 3148
1395 1613 326
3234 4370 4041
2100 2650 121
1140 1267 3952
3153 3194 3345
1039 1679 1262
4659 4882 2771
2046 3245 830
4493 4499 883
1257 3860 3820
4673 4773 4090
1328 3677 190
3341 4680 3514
2295 2474 588
1015 3274 1601
467 1893 2547
966 2176 364
1707 1860 3309
3498 4204 105
1775 4278 3888
2085 2295 1704
3286 3865 4662
1156 2721 1563
389 772 4867
4215 4655 911
3597 4022 2857
947 4700 1649
1437 4870 1469
2664 4869 4060
642 4992 4991
585 4809 920
4690 4956 4216
2550 3392 4747
1486 3518 569
1242 1704 2571
3382 4587 293
4906 4942 4681
4580 4844 641
2217 2482 2098
4857 4916 3617
2473 2595 2399
2490 2833 618
721 3360 2012
2583 3565 1060
3346 4785 520
2881 2923 17
3129 3426 753
1581 3639 1812
4251 4661 4105
2458 4824 234
3452 3493 2332
2657 4915 4084
2868 4105 2693
1072 1901 1542
2569 2986 3249
3295 4466 1426
965 4599 2276
3362 4845 4634
4050 4903 4936
4731 4896 112
2860 4683 4397
1270 3901 4077
3887 4222 96
2136 4001 3795
1652 3793 520
622 1048 3528
3673 4733 3654
1746 2899 2653
4515 4994 2405
4530 4646 3907
1594 3096 1344
2300 4513 1086
419 2701 1688
2232 2980 2015
3650 4740 396
37 1713 153
4910 4967 2548
2831 4280 2582
3150 3315 3221
367 3088 2179
1033 1139 2278
1902 2950 3411
4031 4231 3382
2461 3703 4563
3243 3873 503
2313 2347 1012
3314 4914 3870
3081 3713 2524
1426 4650 2075
571 3300 3378
1463 4121 4943
3321 4632 1153
4100 4822 3694
1172 2278 1634
4352 4737 3761
1676 2937 2580
4429 4769 1526
864 2455 75
2994 4376 2778
1452 1744 20
3749 4221 2947
4065 4500 4925
1995 3497 2973
968 1730 2557
1186 4337 4537
2521 4900 4890
1203 2891 3965
3217 4423 3367
4730 4867 4170
443 3111 4489
3543 4627 81
4463 4623 1851
4339 4599 1348
4281 4961 3571
4970 4978 2
463 2893 1574
3908 4668 792
991 4557 4639
2178 3046 2634
1866 3734 1941
797 2439 4030
4905 4975 4647
994 1226 2525
676 4742 1434
2849 3857 1219
3085 3590 2111
4212 4292 1052
2124 4888 2342
2298 4892 4522
188 1481 3698
4503 4815 2522
657 4069 2918
2961 3174 2611
4699 4780 3340
3689 4605 1419
2093 3037 4372
618 1010 3357
3579 4092 3590
3917 4966 3349
4743 4932 2822
2582 2620 4615
1573 3449 2953
4592 4700 4597
3901 4044 3897
2520 4340 643
395 3098 4601
3219 3790 807
3635 4060 87
4734 4876 583
4385 4881 3393
932 4938 3394
2451 2853 3735
3506 4135 1670
2882 4922 2581
4227 4255 1762
3857 4689 2152
747 1962 2514
2787 4442 577
4089 4407 1522
3740 4731 287
1530 2002 2218
3162 3465 7
2274 4888 1079
1847 2456 3455
4075 4432 1139
1465 2281 1067
3440 3790 439
2731 3728 3757
1715 2471 3544
4503 4643 1654
1181 2156 4240
1210 4348 2592
4653 4728 1470
1860 3089 1128
1700 2965 2242
4285 4841 2307
2155 2798 3117
2254 2886 169
297 3147 2960
483 2565 4897
4107 4178 2277
4016 4600 1982
1480 2430 2524
2661 3255 4899
2991 3743 858
2824 3768 3916
2837 4668 1553
644 2003 414
1964 4487 3515
3869 4236 4768
3093 3835 3349
1620 4364 445
1947 4705 3558
2876 3878 4831
2458 4629 4156
883 2984 3133
1861 4445 639
1520 2307 4967
4344 4769 229
429 4204 472
1117 3917 1900
2808 4775 2907
3936 4875 3976
4409 4749 4548
1279 2955 2506
500 2161 4720
661 4063 4990
992 3480 3130
4192 4394 3095
3117 4991 890
4306 4591 1330
3148 3297 1342
3075 4070 3653
2639 3728 4438
2302 3238 2231
2031 2105 3763
1745 3458 2917
449 4610 1956
2764 4765 3476
1123 3313 3846
504 1939 1955
4292 4652 3971
119 866 157
1082 4790 1516
866 4820 3282
3919 4932 561
1593 2840 1265
3158 4841 76
1986 4643 1599
1375 2956 1838
788 2564 2420
1629 2524 2545
3905 4344 4827
3662 4246 1608
2108 2420 1244
4048 4080 1149
4073 4617 3169
2352 2391 3415
2685 4671 1332
4222 4604 3935
4509 4639 1073
3074 3448 2653
3299 4509 2729
2459 3268 1652
4687 4688 1670
3659 4242 3954
254 4250 90
