100000 100000
36593 96383 225
85193 99133 764
63852 82645 2833
21858 88252 2993
87608 93941 1256
34079 94353 4156
29204 76405 2536
97922 99929 1794
73427 83176 1130
81301 86787 1991
52027 80873 872
68362 86654 3087
80105 84397 498
45193 56432 3341
7505 98487 4235
28427 39259 854
67114 85375 4062
27768 67915 1288
30720 43069 2317
56634 77526 4750
88819 92861 4018
70100 85494 3842
53109 67897 3980
95096 99257 1604
21914 28890 1354
60111 65738 3392
54749 69567 4910
51160 52260 4795
84784 90199 2285
10681 74107 4234
41321 75517 12
13560 46508 3060
86581 95431 4646
58254 76354 1379
79281 86100 473
23603 49854 1086
10821 53775 2038
491 64012 4149
24550 31419 297
29129 35474 1396
13066 37440 2526
64863 82397 4199
48464 84764 1775
79957 87138 3615
41916 47428 4943
42333 43003 2829
75235 85402 1951
31870 64052 3328
17153 24023 966
62521 70304 1703
77855 92089 547
74353 86019 906
45188 65651 2378
83750 90024 1190
94064 97618 1630
82707 92444 3617
60016 97354 3678
64616 82727 4832
39077 44624 3176
1792 70267 1643
77565 78083 1948
3942 86607 3074
29735 43926 2777
24770 92381 1946
68872 91550 2537
67906 70917 2651
55 83418 1075
56012 99440 4899
14845 59591 3875
88704 97513 1775
99597 99950 1640
38845 92584 349
17580 97818 2917
78317 87795 1476
82344 97290 4938
88398 96036 3189
50926 90367 4958
96114 99954 138
30402 84521 1043
8867 26786 3020
35174 68897 1724
75267 83477 4465
30465 85329 2788
58538 97083 3008
25933 37405 3991
53931 57031 3719
41004 55781 2177
41939 78547 3449
82033 91338 4440
40385 66495 654
40924 99148 1902
84388 88878 4056
80273 90032 1732
40547 70433 4098
91352 97067 4711
55917 84538 467
92303 93772 1637
76322 87301 4636
96534 97988 2634
26617 29747 2720
32337 80526 941
34523 48583 1871
97483 99820 1156
27891 35072 1215
86390 99758 4407
34839 79562 61
10192 26821 4667
48108 92898 126
77715 96963 580
21898 87653 1205
9020 52820 1532
47347 78139 377
68110 76491 3406
53918 54480 3552
74066 86920 2719
29714 49586 440
25603 94070 4606
21741 33206 2720
8300 90870 100
49369 49920 4586
62075 84459 4834
10827 74270 3902
2823 94211 515
94635 96918 1782
36945 72184 655
36446 48614 4876
80591 86320 3214
63471 64815 4260
66558 73208 1404
19819 85284 1535
38955 72806 139
31782 35733 1950
83321 93796 2369
30161 96766 325
81778 82736 1161
83972 94183 3293
86545 93690 3359
40752 97949 2594
4974 65334 1180
86695 92506 2541
6808 43499 3753
75343 81373 3393
37045 80163 2299
35868 43114 3703
4147 4217 1727
98062 98289 3027
85596 88220 1000
98637 98776 1049
85454 92270 3099
43158 56802 4364
27931 34952 89
89100 99042 4182
85950 91755 3008
82421 83499 4860
66650 68976 1505
33321 38257 4859
49653 97259 2096
18889 54464 1123
30901 57730 2447
92660 96187 769
84861 98313 423
53870 73934 4638
80527 86739 1056
21693 94770 2067
40020 56535 2811
70909 83153 4364
20679 36789 3234
15800 27381 4988
99973 99990 2209
29715 78497 3746
30392 37697 2527
64072 89627 1576
6948 14036 3358
11014 60025 3691
52955 64375 1076
89560 97175 3527
41735 87086 210
53631 54480 921
81002 99963 1420
6211 73209 1058
90690 98187 1370
34164 44146 1882
11855 59039 4775
60015 95706 1263
70478 80164 416
43660 69354 3389
88353 96487 3491
11017 22960 1298
94527 95118 1981
24170 35625 437
28425 71657 4301
59318 73587 3201
27471 69310 1280
63294 83650 90
70371 80469 281
72699 75381 3781
15686 95156 4632
44394 68503 2068
70639 91782 2719
6823 75813 1113
66127 85291 2725
75960 83898 4219
60103 97222 659
67693 96377 4286
22583 95385 3095
74296 94131 1073
24145 56061 2611
31640 43903 275
16363 56704 2924
77635 93977 1599
85959 98793 892
96062 97329 4916
90086 95917 2872
51581 58850 514
59718 73314 2097
28361 95229 2132
82618 88103 4319
6068 85940 4016
31097 93033 4023
87054 89852 3762
71858 91551 2682
3096 14845 4595
172 3233 3481
45461 77526 4404
46842 69734 1163
72479 89426 443
21502 37279 791
31017 49469 1543
61845 63125 4391
80304 81983 3085
54985 62540 2830
81457 88125 2443
69168 91451 4640
63526 71787 317
20358 84157 450
67014 83353 4906
11964 26858 427
57769 96944 3222
97882 99634 2660
54607 67699 149
9867 10346 2098
7154 98798 3699
85461 96886 2211
60391 98236 2696
11953 96058 4048
96430 99391 445
21008 70765 2366
464 35755 3653
98878 99302 3657
80044 95179 3782
31389 85986 819
91652 91680 2483
9782 78095 93
201 6955 4994
52942 95512 1872
15927 95180 1093
91870 94558 2813
82894 89915 1081
49073 58680 3871
15741 55846 3992
19396 87315 3557
15232 94536 708
81140 97967 2588
41835 82628 1237
10505 69283 734
63667 70804 97
78757 95955 103
85958 90623 253
96331 99240 4104
34610 99892 67
62540 65366 2233
1279 36174 714
89019 94487 3598
40860 89203 526
45335 53128 1156
70944 71369 1390
34231 53468 3754
21467 39457 443
47656 88482 2473
3544 61811 4369
89947 99129 3428
99356 99681 4741
87037 94269 2995
48624 65758 4942
98957 99556 235
13355 63714 633
32339 89252 2212
77187 86374 268
91335 95041 1226
33877 56398 1469
87780 90882 4170
58175 79165 889
85279 98057 1763
73333 91818 175
19468 49292 1016
9987 65379 1707
19152 64347 372
9027 62776 1198
31737 95365 1094
4461 72476 1673
32766 46304 1398
23529 24668 610
85866 90047 3872
5988 74747 2449
13845 29562 351
53930 61581 3080
43796 46595 1989
67635 96820 4288
79419 84025 1319
2147 64522 2421
40536 65814 4494
19726 87685 4210
34845 53441 1795
17562 50625 1077
31623 61160 1144
17653 28668 3311
85861 98828 3071
44009 73597 3594
33237 76136 3945
55911 90047 691
87061 97525 4895
67312 92347 2581
72460 97274 4195
61485 80161 395
54788 72307 4060
59282 85907 168
91309 95199 2025
43758 61882 1592
8357 15675 1635
98281 99385 1387
57304 75878 2411
95383 98478 4165
32648 89328 1764
74267 91502 860
66044 67229 197
91255 94437 4172
98882 99406 253
2842 72993 2285
65335 86371 1639
33360 57551 761
83995 94289 1561
25674 81986 2806
95627 97553 326
470 69353 3747
49131 90866 2766
40251 77085 956
82111 97980 3467
39443 40331 4778
25530 53463 3774
45047 92791 185
68531 94447 3240
80568 88234 4641
66411 76194 1731
25929 78370 4604
82203 83907 593
63483 91888 4408
88949 90659 3565
750 85279 2867
40927 90617 4351
48632 95245 2638
98389 99671 4311
82363 98578 11
27749 41482 769
72945 80724 2354
11589 42836 1044
19346 64565 2654
82133 88696 1072
36366 85159 980
25990 58938 1583
1283 49871 4004
2649 84526 3379
62644 76262 2440
57268 91949 4406
57675 68413 3628
17365 84237 32
91298 98427 3090
48012 83090 234
86389 91722 4353
22071 63722 4800
29107 48936 4896
77548 94335 4099
83659 86358 3590
82225 84144 4889
75573 91100 2472
9760 42689 4816
24915 93172 1192
47384 54909 82
7705 92055 951
76396 80286 3865
38072 57648 505
34586 35970 4412
36132 72487 579
35653 57205 584
18484 93600 223
69843 84823 1420
53618 59925 4414
86444 99764 413
23414 59017 4785
94798 94804 1579
53657 95848 3647
57315 68248 4920
95509 97826 2643
98147 98284 2755
98344 99956 2345
86749 99333 3243
55719 66945 2662
76517 85501 1308
50833 68566 3294
47631 86716 4747
71592 75962 2357
87047 93281 3999
92598 98771 3336
75674 86980 2064
11435 49595 169
11724 35638 4552
6504 14746 5
53579 93882 483
48433 50213 3826
33891 54555 2480
69178 83068 630
51104 82541 305
66921 85335 3495
84537 89842 2551
93581 99548 678
8653 52331 4829
11678 26957 3235
53778 69745 620
75729 80150 834
16623 74328 3537
13962 63014 814
93051 97065 4156
52675 76562 4760
88055 93892 4157
53006 63131 4586
32126 77270 1546
85492 92794 3859
89882 90744 4133
69579 76995 3814
85957 94678 502
90949 92733 1954
77025 96304 3757
40176 63644 3996
24183 26215 2241
32092 43993 689
15941 92454 2889
46427 54972 4558
85867 95349 3912
47974 90487 4532
73346 88578 2182
13479 49885 3010
6960 45910 940
94872 97546 1268
10194 82991 3718
3005 51703 3146
80978 90314 2628
83418 97561 2641
50262 82900 3798
65180 92031 1051
68658 89893 4760
82608 87998 3520
84571 98357 1690
12347 92091 3121
34242 73649 332
70173 81000 2674
44401 90561 1416
59141 87792 2189
94390 94486 3816
39419 69133 2805
5374 75275 3943
41305 61590 877
98502 99741 1626
79301 88388 1549
77126 89184 2815
26068 85393 4915
43831 47119 1949
33784 55471 2051
31373 77476 4597
80890 99375 3455
6494 7645 2464
33764 43713 2724
5200 7567 3422
10880 57901 720
90479 97533 3738
38276 42204 3498
93416 99125 746
9096 99943 2433
45625 94569 4807
86501 98959 1348
93324 95299 1961
94558 99772 3582
13870 28460 722
88557 99441 3628
28981 55272 2980
86399 99107 3793
87607 98021 1152
37009 56567 653
77208 77793 4906
58792 86877 2973
93064 97008 993
15653 23683 4783
57697 90705 737
99227 99534 4912
56506 69264 1882
85344 94352 2419
29540 99613 2303
72904 94100 3070
97838 98111 4362
41397 99734 4124
26469 92749 1927
90971 96455 1565
5913 97803 760
12976 41427 3189
14653 58605 4319
26985 57951 477
82536 85189 4080
32606 48861 740
56172 65558 359
52462 81111 3454
35659 74913 3130
50776 62193 3769
85396 95165 4893
91678 92219 3161
33639 80196 4219
85670 92702 3679
69247 78820 2379
44343 79498 2696
43029 62341 1055
28543 82746 4170
58954 97995 294
15568 44176 451
36770 45935 1221
66081 77110 1432
38045 60923 3430
88639 97438 3218
38621 64360 1033
52536 96372 4281
47463 87662 3632
15946 80351 1264
1543 19789 1114
8735 34661 3613
54790 78212 2201
65159 79684 94
51915 62581 3657
29466 80983 1963
20844 64099 4816
46764 73459 283
34012 69651 4935
9752 22890 1160
70298 77421 3983
1777 87751 267
19179 72807 4246
55605 59968 2640
81619 82973 4602
17732 88070 3321
79895 88346 882
59919 74087 3598
43183 61298 2222
53219 66290 2662
28680 99181 3481
11602 38691 911
58997 98349 2188
25766 92208 4752
24021 89102 3475
36187 67973 243
88420 90598 1368
57146 81578 3558
6335 50675 3423
52724 92159 4048
574 32295 948
65765 95831 1962
34259 41243 3376
20008 98105 481
81928 88114 3125
39161 84570 2541
26885 80617 4064
40618 77872 3768
665 45524 1943
43847 84863 3210
38440 73471 3155
80083 98112 3077
99737 99781 1096
42928 54273 3713
34477 35379 2856
79001 93469 4859
61234 64392 2583
45471 99066 3721
88790 92817 4004
51990 81622 3769
92184 98252 127
45611 51468 3616
81115 90234 1168
94009 96593 2439
53342 56655 4047
82543 89271 1599
28955 50560 648
27445 81326 3641
21723 30558 3731
70137 72361 2451
62253 77720 791
24627 74725 4091
65106 67454 4204
49554 49869 3649
52458 71063 4957
87594 89609 4636
62665 94676 2922
5632 68202 4240
51572 60113 1498
83417 91843 3950
12747 31253 4178
7673 64778 3546
51533 66395 1267
64573 73268 1059
60520 80237 1129
66766 79982 4809
74664 87992 231
89128 89991 815
9877 66945 4281
2572 83217 3317
30059 33029 2050
26409 61012 3355
