5000 5000
2867 3744 3480
2042 2563 4357
541 4136 2670
1641 2495 1636
3457 4303 779
1298 3466 2464
702 1772 3567
132 4029 1959
4970 4986 4443
1722 3248 10
3077 3150 801
240 3416 3933
1869 3169 3682
1400 4520 3317
4521 4848 157
3280 3642 1771
3501 3645 4726
2212 2722 728
2646 2693 2568
3871 4883 533
475 3059 988
3436 3771 1720
4465 4687 4132
1569 4755 3036
1973 2396 159
583 1140 1943
238 518 830
1156 1962 3205
536 1987 3983
862 1379 4719
3401 4665 4437
4623 4652 4949
4972 5000 3410
1520 3574 3634
2959 3782 2982
555 3038 1716
4930 4947 4283
3214 4127 735
4772 4801 2384
1130 2320 1965
3749 4828 3875
1008 3834 1775
3726 4401 2841
2998 3400 1776
644 3840 4132
2820 3854 640
976 4268 4229
1258 3627 4791
884 2992 4855
3816 4360 2868
1010 4738 2845
1362 1784 3081
3743 3843 445
1065 2512 50
484 2002 318
1242 2678 3698
3215 3850 615
3613 4603 4325
1770 3711 855
1714 2823 4938
101 2267 2982
1430 2822 480
1362 4183 431
3803 4930 3116
2695 4651 1787
1855 3717 756
2472 4923 1685
1734 2362 1651
434 4409 2631
2924 3478 4288
740 3722 2643
1348 2128 3676
2298 3840 692
1283 2901 2018
3860 4584 1321
1292 4357 1864
1479 2438 2231
2207 2344 4479
3216 4456 527
2484 4133 850
1352 3618 4937
3810 4160 3628
4490 4924 2031
3278 4957 680
1329 4266 3430
2120 4663 3908
4568 4782 2029
906 3386 4108
4435 4577 3623
4842 4947 2478
4811 4899 2558
1279 3345 3332
4456 4785 2453
1145 3928 4595
3404 3550 2853
786 894 4424
4717 4728 1744
3480 3883 310
230 1268 4832
2362 2818 3111
443 1944 2586
2615 4761 804
3403 4409 3002
3447 4581 1574
3675 4424 4244
567 1894 4320
2131 4374 165
884 3707 1703
903 2572 405
3159 3173 2876
3144 3716 1171
2950 3959 4244
1748 2902 603
2981 3551 3305
945 4172 2174
3691 4952 4479
2199 2588 4504
2491 4260 4340
2709 2827 126
3488 4012 1416
2437 4783 4611
193 653 2737
3399 4122 4682
3127 3289 2061
2579 3898 4827
2432 4865 3670
3762 3953 1084
4507 4701 3236
474 3839 4822
4785 4887 1307
4651 4973 3925
3269 4593 2794
542 3235 2621
122 1877 1408
4780 4915 4344
69 3025 1860
2406 4370 2040
3095 3119 2831
2825 4110 1351
3171 3856 4042
4280 4583 3204
292 2234 1247
3996 4585 27
2521 2564 4209
1722 2529 726
1908 4105 3636
130 4365 2578
1892 4434 2282
793 4673 1169
4579 4984 2399
3790 4084 566
2947 4123 1989
4208 4615 1256
583 2506 1514
3725 4169 1563
3134 4792 1922
1110 4451 3522
3751 4084 3010
4380 4615 3933
2817 2873 2319
2363 4875 3492
1217 3352 3153
395 1915 692
1821 3840 2057
611 3508 4954
1707 1725 3011
326 1486 4127
3954 4885 3680
486 1259 3977
2101 2413 3785
4076 4507 967
1166 1791 3407
2999 4739 2787
4804 4947 910
1667 3706 4507
864 3546 3920
3397 4881 2911
4502 4708 4397
387 2683 3924
3795 3840 3273
3416 4767 1537
833 3036 4694
4700 4888 3133
1832 4648 3515
4813 4928 2344
1436 2608 1905
4309 4458 1878
2423 3071 3758
3816 4288 918
1430 4029 2032
4752 4855 1089
2625 2745 907
2989 3380 2947
678 4461 2285
45 1344 1248
2198 3421 4550
936 3193 1303
1075 4084 1198
89 1223 2030
4318 4760 4222
2803 4054 4593
2480 2888 3194
3884 4673 3275
4342 4886 3749
769 2038 2331
3423 4142 4681
3150 4349 3742
1062 1478 493
60 1999 1857
2511 3650 3502
286 3852 328
4625 4756 4877
857 1294 3992
2751 3586 997
4850 4885 1944
3560 4536 760
321 4541 1566
2194 4710 3944
1754 1938 372
2711 2843 3914
2570 4410 2330
3175 3705 4484
3234 3520 93
1448 1661 1504
4807 4839 3126
2114 3288 387
2841 3961 4607
2016 2513 2452
1370 3469 4650
2444 3028 3026
3904 4346 825
3277 4644 4293
1221 1619 4815
1389 1959 255
4001 4975 1769
679 698 1541
896 2650 3836
1073 2802 3294
3983 4701 137
3599 4369 4955
2302 4400 192
4492 4941 1123
1274 3966 3776
4173 4206 2370
639 696 149
3704 4194 39
4169 4491 671
2499 4030 4674
4985 4994 3581
704 4077 4369
3478 3770 4481
3787 4415 225
168 4544 776
2732 3372 1265
4884 4936 572
1433 2706 1620
2686 4871 4658
4797 4957 4240
3163 3484 4023
4254 4556 4349
3343 4554 4379
1167 1193 699
4156 4815 2102
2967 4771 2614
1081 2732 4571
1231 1762 545
47 2193 714
4868 4929 1654
4400 4737 1175
1295 2924 4436
1360 2616 3604
1887 4876 2399
2328 4634 1840
1747 2133 1909
488 2531 2841
1882 4240 4501
2981 3113 4073
164 2278 939
2015 4571 199
2689 4150 1361
1313 3429 1816
374 4910 4189
246 1730 2539
1893 3855 4763
2633 3642 4618
3835 4347 2795
2760 4880 1503
2757 4551 1647
4532 4897 586
4837 4954 2138
4720 4894 715
2650 4830 4992
46 3487 2991
2492 3117 2879
1743 2655 2177
2063 4900 4210
1409 1977 4264
1384 2558 25
4804 4939 3820
2260 2906 1541
2583 4571 3957
4479 4488 2088
753 2432 2715
1110 1430 1347
3957 4575 211
4733 4737 2472
1822 3977 2128
545 4011 3809
1221 4848 1357
3161 3507 4586
731 3220 4017
657 4220 2065
1643 4588 739
3521 4517 2453
1272 2563 4444
4284 4456 744
3105 4200 3575
2307 4362 296
851 4103 3099
2851 3534 1993
1588 2790 3102
4230 4745 2091
3255 3670 1369
2786 3245 1626
1243 4025 4616
3603 3752 1990
4447 4569 197
2693 4471 4265
1156 1626 4317
692 1774 3000
1850 3521 3290
3105 3427 46
1023 3440 1938
1488 4972 3395
4268 4623 1908
3599 4971 2404
2518 4570 453
4322 4922 3988
1000 1516 3349
4305 4922 87
3048 4559 3128
2610 3585 443
1136 2096 1662
2881 3790 321
1783 3159 4750
1710 4878 1271
3065 4115 3641
2227 4816 2018
3451 4744 1605
1028 4190 2336
2903 3359 2304
4171 4573 2334
4593 4990 3993
3382 3807 1219
843 2087 3394
2532 4410 3771
4763 4829 15
2282 4879 2721
2348 4091 2282
2837 3910 3718
3262 4689 323
3460 3935 3210
1160 4995 4585
1971 4978 595
2168 4312 2837
3937 4873 4495
2917 3644 540
4481 4995 905
4739 4816 4299
2360 3248 1435
1563 2210 2630
2825 4074 4817
2364 2991 3663
4233 4587 3509
642 2370 3791
2424 4983 4484
3618 4009 1351
4985 4988 2639
4236 4248 2686
3161 3241 4344
553 3649 1471
881 3966 3674
115 1455 263
2466 4204 3041
3326 4029 97
4601 4809 4534
1722 2538 2704
1275 2500 4815
1302 3913 1849
394 3918 4766
707 4006 592
4702 4854 4879
285 4536 672
4410 4782 2612
1837 4614 2522
626 3882 1438
156 3314 635
4582 4636 882
2496 3814 1503
3322 4430 1983
611 895 1555
1688 3311 482
2531 2621 1707
1081 2109 1468
4307 4847 3990
4098 4719 4518
87 428 2617
3839 4807 1188
1251 2853 123
2637 2960 2381
454 951 4161
1534 2765 1541
996 3452 994
1096 1649 3720
1776 4528 4016
4738 4933 3508
3376 3800 668
3623 3772 1138
408 3507 4492
641 689 2566
4361 4589 1841
4762 4797 2612
3325 4556 3888
3854 4870 1265
3857 4736 1026
3226 3377 4919
374 4585 4326
598 1414 1625
4745 4896 1699
2992 3616 3498
2631 4513 3430
4131 4307 4339
1554 3548 3000
3688 4761 4156
2780 3750 2596
1879 3293 2833
4570 4969 3429
377 3244 1176
142 980 3676
3842 4197 3306
102 1201 3740
316 638 778
712 1749 1149
1184 1737 1858
2818 4565 866
592 2565 3527
2636 3649 4541
4249 4295 2374
3277 4072 4763
341 2979 4654
4694 4751 1532
1452 1722 3137
1527 2921 425
2351 2744 4395
3905 4772 2974
400 1673 3753
3736 4975 3031
2742 3640 4881
514 2722 2485
4188 4831 1800
3665 4006 1528
3165 4649 496
2083 2394 4812
4932 4956 2711
772 2628 3790
854 4311 707
2831 4710 3915
3789 4432 1372
4395 4780 2507
4077 4742 1665
90 3455 2654
4309 4476 96
3466 4230 4645
2598 3123 2767
2283 2488 335
4996 4997 163
791 825 4729
2372 4014 347
1061 2016 977
888 961 3639
376 3943 1098
1909 3813 895
1357 4141 596
3835 4802 710
1438 4359 4236
3374 4770 3503
3020 4306 2445
4537 4778 4853
1193 2164 4779
1297 4487 2500
1545 3120 579
3539 3974 3310
3954 4277 3860
4087 4915 3295
1407 1679 1626
3259 3377 1397
3397 4258 2194
2950 4195 4759
2024 2404 1032
2063 2394 2811
668 4589 4919
3124 4118 3229
3047 3371 251
3261 3362 3881
1120 4812 2378
3035 4946 2487
4901 4943 3642
1811 2763 2793
3370 4150 2268
4976 4995 598
2708 3896 4021
4869 4975 4557
2792 4384 2844
3114 3624 4514
1038 2477 4660
2300 3459 4123
4702 4703 196
4600 4636 4310
4169 4637 4308
1988 2401 4862
1892 2708 946
579 1209 975
2500 3616 4299
2482 4807 4151
1301 1680 2953
3213 3842 3534
3152 4469 1483
351 2247 467
3904 4274 989
2095 3669 257
4877 4910 578
4701 4882 362
3178 4446 342
499 2794 4181
4062 4240 4008
760 1017 4437
4027 4220 1438
2496 3821 535
4207 4983 405
891 1179 2262
492 1186 3701
3298 4844 4307
2777 3522 4136
4000 4056 248
132 4903 302
344 4475 3951
519 2112 2674
3666 4278 4178
2393 3889 2525
2081 2286 2596
4691 4749 3993
1833 2832 3043
3800 4151 3112
2426 4057 2187
3757 4372 1605
1643 2461 480
3744 4848 3818
4965 4990 1746
1656 4722 3794
2765 2865 69
4724 4791 994
3366 4532 227
1282 3498 2217
253 1463 1481
238 493 2274
4392 4764 834
4587 4607 1524
63 420 20
4647 4764 574
4728 4908 295
148 2512 3249
1366 3021 2868
3375 4904 2423
3449 4120 2848
976 3165 2498
3347 4287 2465
2939 3821 316
289 3220 3057
917 2635 322
3925 4844 2041
855 2938 4596
4133 4559 1192
3866 3979 2276
1829 3687 1533
2975 3764 1221
4592 4873 2089
2330 4355 1311
44 1031 2524
4250 4842 3796
4548 4926 3810
3087 4442 3115
4583 4969 1290
203 4871 4973
456 2783 4956
1023 1122 2667
2120 2833 2590
4956 4976 1837
4971 4994 2605
819 4523 601
1475 4946 1772
4565 4899 1554
4796 4802 104
4101 4130 2894
4642 4973 4570
1196 3911 1267
4336 4657 141
4468 4837 754
261 2839 1310
2530 3798 2883
3793 4136 2311
3985 4247 3226
3409 3912 465
4457 4597 1859
3750 4642 4567
4050 4910 2586
3272 4175 2223
4200 4772 2447
335 1743 4541
2894 3874 2355
189 306 2664
2461 3616 4532
1345 4829 908
347 1645 4498
3148 3252 1944
1548 2454 3193
691 4645 4176
4709 4759 3618
2288 4369 2979
2969 4749 2318
1104 4096 4437
2817 3285 4833
2247 4637 1426
4170 4657 2259
2301 2534 452
1334 2954 71
4138 4730 3391
1901 4550 3185
478 4970 4968
2499 3564 4175
1778 2639 3257
3758 4826 184
2231 4110 1506
366 3917 2278
4851 4975 208
2273 2739 340
3496 4191 3036
3922 4688 3392
986 2576 4272
3461 4836 1095
2826 4000 919
2422 4041 620
3216 4739 3599
4558 4591 335
419 1580 686
4973 4986 2821
3291 3470 4402
1703 4952 2541
2155 3229 2627
4480 4988 2218
2183 3384 2299
2733 4687 955
2587 4089 3224
2628 4850 2329
2882 4325 4244
3570 4920 1379
1837 2167 3926
267 574 3687
1876 3992 4827
4692 4753 4966
764 3874 1982
2265 2506 1492
1881 3764 3849
2101 2650 1857
4972 4991 2828
1855 1919 1419
292 3773 3136
1342 2957 3575
2878 3422 1335
2395 4739 2220
4514 4567 4499
1562 3262 2630
1549 3746 2986
1573 1575 1504
991 2521 1797
2490 4526 1100
202 4823 1715
4825 4942 1694
1805 4438 3056
4313 4634 827
3489 4178 4044
3729 3750 4359
2917 4093 2578
4508 4918 294
2469 4095 1991
3112 3120 20
1548 2714 2579
2232 2277 930
4371 4480 2190
2736 4638 4594
1087 1762 4399
69 3133 3395
3783 4960 202
408 3967 2071
4132 4235 2268
887 3438 2166
3997 4315 213
2556 2672 1103
139 3247 3216
2733 3490 3454
2987 3065 3493
665 4408 2454
3087 4045 3716
4054 4237 2344
211 4861 1961
2131 4435 3658
1742 2320 2400
2660 3681 1099
4626 4739 2019
4030 4824 2458
443 1690 4563
760 1208 4209
2042 3843 4006
418 880 4781
4596 4786 3482
2165 3010 592
769 1059 2013
3949 4897 1825
3034 4256 3574
3691 4250 2068
3106 3876 3942
3303 4386 1033
3785 4428 1226
2309 4107 3645
4590 4956 4057
900 4601 1407
564 777 2243
2909 3956 2328
1225 4200 423
665 2316 3944
722 2912 2026
2544 4572 1278
4217 4502 1960
1801 4538 981
1555 2215 2693
1226 2129 2484
3915 3945 4199
1143 3452 4537
2896 4054 4523
3947 4197 1634
3281 3984 32
511 1109 3217
586 4189 4453
201 4457 778
4935 4980 4459
1471 4243 3791
2903 4876 1240
4042 4771 2319
255 2232 4992
1059 1778 2041
2899 4674 1322
3436 4855 868
4650 4661 1766
3060 3704 1235
2895 4995 806
3752 4392 2812
2177 3880 2132
2185 4029 3201
2095 3027 830
3122 4173 1263
2877 2960 4296
1016 4005 3753
3836 4651 2243
554 1506 4572
758 2071 1083
2631 3847 546
2543 2598 4435
4414 4841 194
4337 4416 2597
1481 1920 364
4511 4941 3553
2116 2518 3940
86 4465 3649
112 3344 2687
2281 3593 1061
2531 4536 1922
3996 4455 485
4249 4254 3223
646 3497 3203
1408 2403 337
2719 3834 1984
3618 4687 2284
4255 4852 3386
485 944 3835
3382 4177 4190
4255 4299 271
466 3899 2574
1053 1195 252
1147 1861 4957
1298 4895 4863
1849 3650 3345
1903 2949 4624
3543 4027 3687
2686 4094 4989
550 3604 3618
2512 4148 1693
4177 4382 303
3534 3723 1784
4466 4543 4012
3146 4068 2029
3508 4747 2485
1703 4258 2411
3865 3941 463
419 4926 2230
337 2215 2940
2780 4888 3159
221 1425 203
3243 4752 3548
1660 1932 1403
2205 3414 1521
41 4593 3101
3087 4377 1547
4759 4891 1613
1434 4612 1457
1459 3196 1746
149 2766 1610
3507 4096 1331
1790 4917 1063
1736 3537 1330
3916 4269 896
4270 4629 2486
1101 2016 3369
2902 3441 1651
2534 4954 243
976 1806 660
3291 4794 2895
3709 4042 4254
3467 4898 3763
3766 4715 116
4865 4887 4306
2161 4809 4489
241 1211 1278
4263 4907 589
3840 4484 3229
4551 4795 2330
2340 2445 945
2872 3256 1846
2494 4081 259
2601 3859 3024
2267 4036 3749
2186 2270 1736
3142 4006 3507
485 1102 4043
4988 4989 903
1375 4517 1520
2805 3689 3633
2426 4779 2618
3237 3486 1585
2039 2546 4468
1568 3333 1282
3440 4113 2568
878 3097 2833
3403 4932 3848
1481 3673 1279
554 810 262
2853 2975 3442
4477 4772 4811
2965 4027 3066
222 1129 2969
531 1768 55
4342 4989 2756
3502 4457 3294
3835 3955 1814
3457 4000 4806
1336 2311 2339
4886 4887 4079
4408 4935 3003
2900 4683 1883
4285 4765 3227
609 4618 2786
2917 4340 2303
382 2985 1790
3849 3988 3812
4050 4428 1337
39 1118 3834
203 1766 3504
4237 4832 495
217 3830 3916
2546 4705 4401
595 3185 2419
1088 1165 4634
4497 4671 4183
2566 4063 2072
4772 4840 380
1436 2077 2966
42 1892 3566
2487 3007 2093
3987 4921 1182
2341 3697 1903
4468 4567 767
3110 3139 3859
536 1217 4496
784 4104 3452
2910 4938 3904
618 1362 811
2387 2975 4009
2801 4235 3966
3572 3753 1571
1565 4990 3748
611 2359 1155
4867 4908 3919
1946 2990 4434
2665 4446 226
4610 4656 4955
3553 4204 2687
1060 1308 344
4183 4761 1681
3231 4645 1114
4758 4867 2579
4964 4980 782
230 1626 488
2485 4521 3170
286 4386 1295
3159 4608 2037
4746 4757 4747
4683 4900 142
1877 4671 93
3504 4413 4011
4795 4996 1951
2350 3658 4673
1537 2172 232
6 470 3357
24 1013 1147
1818 2347 4688
1554 4325 3400
4103 4567 2458
4604 4851 2997
2992 4466 2432
4711 4999 2803
422 1702 2381
2835 3811 617
2958 3404 4346
445 3480 1240
3529 3589 3914
774 3712 683
309 1330 4823
1367 2772 2411
1516 2712 3423
3218 4629 603
3603 4591 2464
1752 4187 1731
2002 2016 3222
1971 2834 722
284 4069 903
3946 4371 9
3109 4019 4516
1604 3570 4302
2363 3501 38
4110 4765 4842
1814 3880 3298
2374 2425 3752
4555 5000 2161
3044 3969 3790
3797 3961 4811
4183 4628 2765
45 4651 3107
1168 4385 381
248 1411 2754
523 1159 72
4417 4819 4435
4723 4787 4599
3958 4115 1613
698 4091 2617
4004 4874 1602
602 2117 1860
783 3916 4482
4233 4236 1597
576 4494 3424
3839 4836 1156
3679 4289 4117
1638 4818 186
3480 4857 3879
4624 4701 165
1095 2316 3873
2933 3735 1713
1978 4464 3812
3661 4476 972
4754 4918 3505
2035 4036 4301
4688 4970 1143
3508 4662 4331
4691 4763 1755
3097 3876 4581
4204 4954 128
1171 2407 3374
4088 4603 4813
2826 4782 120
4737 4940 4715
386 4034 3978
815 3846 4021
1800 2276 4862
411 4409 110
3763 4197 3362
1998 2723 37
1810 2369 1843
1864 3797 1086
2855 3923 1007
3920 4397 3542
132 318 3455
3520 4430 4635
214 3971 2717
2724 3919 886
2137 3860 3149
539 2909 4301
4955 4961 3742
2678 4471 4867
2245 4291 2786
2245 2822 678
1866 2099 3672
2028 2543 1930
3948 4364 4123
2062 3185 2937
4199 4663 2233
749 4929 461
3057 4670 4014
2574 3398 2292
209 1571 3549
1510 2315 4373
1398 3040 4002
1263 3253 1571
87 2670 609
3449 4517 4288
513 2784 2594
4438 4676 706
1560 3541 925
2262 4359 3866
3512 4272 1778
4206 4671 4760
1056 1579 1337
2528 3299 3771
2581 4944 1889
338 3018 2682
3173 4391 1956
622 654 4208
4547 4913 620
1098 2569 4314
4264 4954 1361
3248 4794 1108
3837 4839 578
1659 4493 771
1821 4053 740
3823 4037 975
618 2241 3156
3167 4214 2587
1551 3475 4660
2682 4003 209
4050 4910 1526
2445 3388 1044
474 2147 4462
2451 2654 605
309 2701 1389
4379 4422 291
4955 4963 1205
4723 4724 4431
4842 4902 2171
1960 2309 3547
3926 4635 2571
1511 3962 969
3314 4870 1175
588 3859 1234
3047 3685 3672
3761 4460 1413
2703 3569 4237
1333 2128 925
4998 4998 814
1028 1617 2102
2325 3634 2016
2462 4717 3404
