5000 5000
487 2095 2567
4158 4349 676
18 765 4694
2596 4982 3987
933 1477 4548
4330 4423 1577
3619 4091 4982
2304 4822 2527
3470 3956 287
1688 2100 1671
3013 4440 3684
516 3450 2235
235 4685 3748
1816 2310 1891
3570 4778 1708
3214 4252 2626
1767 4495 4868
845 4157 3157
3731 4276 1
4119 4213 3347
4498 4688 167
2326 2740 4673
3878 4249 2669
4193 4975 4172
2905 3318 2668
3472 3715 49
531 853 1464
1815 3000 641
1683 3053 1113
1877 4792 4495
2966 3879 2017
4039 4607 3849
4428 4674 3113
1448 4347 1420
896 3704 2933
4805 4953 4587
4898 4914 3516
685 3761 608
4465 4689 1040
618 3710 3131
3859 4476 117
2886 4432 4885
3228 4758 3122
4655 4658 2420
4449 4894 1556
4931 4987 1764
899 2197 2867
1762 4608 2146
3388 4051 3829
1928 4397 538
4848 4932 665
771 3016 605
3437 4715 754
2953 3615 2138
2068 2530 3463
976 2680 3069
4735 4897 3922
1486 4080 97
1926 3163 1823
2511 4298 1055
4032 4422 362
484 2232 4489
3247 3350 2173
1512 3687 1992
4207 4591 2542
356 666 2646
1018 1926 3173
4853 4885 723
4020 4574 780
1890 1950 1533
3634 4461 4194
3104 3759 3075
1114 1610 2780
2887 3712 273
118 941 375
800 4450 3187
3876 4568 3057
497 3515 1288
3766 4181 4300
1803 4408 4663
3880 3927 3931
4227 4337 38
1703 2067 2952
1794 3640 625
649 3525 4614
98 4516 1516
1478 3183 1295
1318 1407 393
2100 4299 3453
4218 4471 763
4538 4708 1320
2288 3343 3891
205 3010 3471
1069 3636 2565
820 3491 201
1534 3283 2277
3630 4154 1779
1268 1591 1851
292 3803 254
2878 4395 2858
284 1654 2984
4568 4664 1902
752 1531 4505
3539 4568 742
4110 4381 4846
3219 4633 4917
2819 4305 2115
4994 4999 3550
4215 4829 4134
615 1247 58
4328 4869 1564
2043 2880 1402
1256 4171 1800
3534 4954 4599
1193 2952 2756
909 1705 1424
659 2047 3455
1486 1918 2772
59 906 4909
1193 3980 1983
2115 3015 4690
2475 4749 1430
59 2359 371
857 1805 3432
4147 4221 4937
4992 4998 395
2505 4949 2668
3459 4622 3356
1001 2306 3868
3121 4544 1719
366 850 802
963 3620 3400
1551 3169 2326
4306 4804 1184
4728 4917 1964
80 864 3653
3521 3861 791
935 1842 1271
4633 4713 3526
3990 4339 1612
2752 4697 158
1877 4541 1754
3107 4448 4418
4666 4768 1901
808 2135 2108
856 4931 2360
2176 3329 4774
1359 4404 1358
1892 3610 188
4375 4929 2085
1442 4522 2233
756 2283 1579
1862 3691 2290
1636 3008 3112
2421 3419 2808
4865 4899 379
1093 2780 2399
929 1723 759
370 2577 2212
3677 4645 2751
4211 4821 4615
4329 4540 2474
4339 4400 1049
172 1990 861
3580 4622 3160
4570 4869 2410
2579 3032 2781
4666 4674 4557
4284 4584 4091
2464 3564 3227
1211 3385 1712
4562 4834 2497
1231 2241 3071
2370 2680 4698
4700 4914 3755
957 3706 382
3305 3690 1504
427 3638 4056
3557 4994 4582
2284 2334 2707
4115 4883 2804
4182 4779 1194
3852 4063 2810
129 3209 115
1213 4695 2547
4294 4901 4228
4458 4974 4952
4678 4839 2111
4095 4923 2648
2997 3437 4954
109 4292 1905
3546 4516 1678
3857 4124 2257
2685 3793 2134
524 2985 2227
4213 4670 3509
1585 2468 1953
2602 4143 2577
2172 4330 5
1421 1579 641
1805 2301 4196
393 1987 535
4705 4897 3422
2210 2502 2528
3342 3559 4005
1819 3795 3671
3632 4282 2984
3416 3756 2047
1996 2344 2310
3727 4084 1484
3357 4206 2306
4056 4229 2166
2638 4616 2138
4684 4941 1650
3504 3759 1306
2709 3317 1654
3152 3445 2949
4544 4744 3400
2204 2876 2004
1652 4431 1211
3528 4142 1970
3662 4432 391
114 4207 888
2622 4700 3313
4962 4975 4645
1427 1773 1300
1829 1914 4394
3309 4957 3018
2165 4105 1334
807 860 4142
2152 4131 847
2697 3836 4990
270 3213 1773
1458 2951 2258
3728 4715 1941
166 4394 3163
3047 3876 1660
2019 2047 2838
3351 4233 4357
3614 4280 4553
3523 4763 1116
3779 4962 2208
2288 2590 4507
465 2570 3312
4597 4838 3187
4558 4621 821
4535 4619 1861
593 2510 4082
624 3727 3345
4146 4471 469
1789 4564 4776
3178 3852 1928
3175 4050 3107
4509 4974 985
1087 1529 4995
4488 4664 4966
4999 5000 3078
4499 4554 4371
4077 4925 4382
4551 4615 3187
196 1767 1804
1795 3855 3797
4193 4666 184
2898 3080 2268
3258 4361 3063
2851 3015 3042
3748 4430 772
1615 3712 1964
1060 1605 551
972 1809 4062
4293 4446 1315
507 3542 1308
4458 4590 869
2037 2672 3967
4184 4338 823
1002 4377 795
4462 4823 2777
4870 4957 2550
4847 4954 4882
1141 4643 3342
4359 4704 4585
1743 3997 817
4548 4681 2795
4591 4976 4355
4872 4913 3050
3451 4962 434
2414 4566 3296
43 1110 4076
3825 4730 1965
1762 4014 1361
3638 4709 1693
649 2453 650
1021 1851 2790
3625 4784 3822
3810 4537 2198
487 3603 3741
771 1278 2720
4453 4803 1119
579 3831 1093
4347 4829 3707
2839 3786 822
1687 2175 1395
16 720 494
1973 4296 1902
2182 3261 2000
3833 4379 2494
2175 4634 4754
1216 2290 4032
4303 4571 3134
1520 4341 3323
262 4586 1357
841 2158 3844
1072 4322 4669
762 1242 2498
4087 4217 4947
3143 3327 2365
1442 4963 2306
4961 4973 786
3195 3376 549
3565 4332 483
3687 4034 2560
1976 2476 2960
4200 4271 2469
1922 4456 1518
1111 1661 4460
357 1294 1945
3517 3773 220
2339 2630 4700
2302 4331 1956
285 408 1216
2954 4423 881
3520 4176 1880
3696 3733 3851
4510 4786 507
2206 4390 2072
3646 4857 1330
3851 4079 1942
1066 3561 1826
1186 4590 4367
170 1980 173
4569 4727 2284
4193 4990 2268
2346 4362 1261
4971 4976 4595
300 2795 1462
30 193 576
220 2609 2131
4448 4538 758
4161 4296 3680
3054 3324 4864
2014 4088 3856
3842 4503 317
2366 4773 2815
1905 1913 1097
259 1754 219
93 2743 3938
1247 2389 3993
3119 4507 2858
4765 4790 1606
3385 3422 1588
4975 4990 2332
358 1226 1648
2826 4476 4167
2204 4636 4560
976 2142 4308
3235 3631 2244
1698 1706 2560
