200000 200000
68048 185862 2107
5589 100773 2725
176693 197108 4011
166628 183041 3467
76413 154400 4485
185879 194439 3395
158774 171471 1323
179099 181063 4587
57995 174802 3537
88941 194942 669
96671 112236 2206
74496 148740 1566
116786 197514 4032
153052 178462 1680
44278 88112 2942
30311 42487 2886
178541 194436 1363
106665 119967 2556
160615 163511 2411
31968 52443 3924
150140 166809 1981
146666 185358 1836
122880 148075 2219
366 133360 4322
115950 119157 1296
72894 169858 4317
121865 131901 4914
176215 179508 212
97848 148590 246
87620 120434 681
160605 191672 3486
68236 97802 4234
195018 196164 887
49023 53828 901
149060 172040 915
194638 198461 2694
119136 162264 106
183366 183749 542
133991 195858 605
36228 153647 75
114758 162222 2124
139530 188276 377
61365 185497 3230
40181 191477 3407
100602 121231 1178
51349 97221 4873
163969 172623 1100
1629 131198 2717
56098 73672 4196
9000 169315 1499
185772 186655 823
61562 90627 3344
76419 124693 1864
90961 100664 2622
111344 142224 3644
49174 164829 3107
171529 192294 4049
30758 175779 2451
168149 199706 2910
188629 192711 2601
125260 169550 4268
160906 185468 208
105751 170977 2485
18897 156322 3043
37567 182005 855
95756 179833 4836
199018 199273 3907
184268 197416 4933
4860 75754 3438
175643 183247 2420
82470 111195 1827
176155 192677 1140
171809 193100 862
171220 197173 2842
199526 199907 4627
135241 177432 4341
46239 185718 1836
146134 156694 1902
92183 142431 4464
35802 188593 3487
59262 110006 4075
128285 141890 3648
131062 156332 1604
12149 151458 3923
36606 90558 2281
127846 197315 2510
12765 173501 381
113606 138267 4980
124706 168297 2621
168373 173689 2339
142849 154561 1183
119433 168658 759
86942 199999 1856
132795 182328 1069
150232 171027 4811
192004 193097 377
45384 173595 1148
22772 39711 3266
51467 190525 4272
179515 192392 125
134128 190559 2691
61385 149721 1706
64690 118114 4139
3979 139045 2260
40609 129084 1954
60925 100567 2233
185142 195692 386
89779 172835 1570
164540 167206 4631
12266 19476 4396
179226 183448 3526
111926 163048 365
99943 105751 4878
