100000 100000
34974 82024 1050
6234 35902 4026
74445 90171 1571
40327 52951 1456
96218 97417 4326
15402 81741 1900
52086 82816 2185
49524 63186 964
70324 70829 830
33593 96792 3025
69328 77608 3323
73171 76526 3823
57897 74154 1757
94835 97720 3821
77425 82597 1394
90151 92585 1993
5608 80458 2215
61749 69338 3017
90192 97413 4448
59125 73176 3684
51224 78314 1531
19977 40265 4061
45928 55613 4353
39990 75167 4315
69083 82998 298
53610 61986 3802
22840 94720 585
74442 82983 3448
57421 65218 2544
7747 89595 210
73835 81039 1341
9594 23726 2792
71159 81175 3577
75515 89383 1097
88143 95383 3040
54206 96905 867
7352 16746 1627
65502 90754 79
11502 20311 6
4305 87871 4104
66331 79887 1262
58626 60659 1545
31651 91274 3393
40880 54296 1935
11301 84172 163
80455 98460 1554
70985 78595 3097
57922 67446 795
86305 90958 2161
362 40360 3438
70656 82547 1954
71512 76236 2526
87945 91589 571
95003 98008 4227
34383 38277 3636
97051 97518 211
23153 90469 1098
46963 88363 4152
74785 79195 1190
1609 64091 1177
1320 66937 2971
95546 96340 4837
29875 76513 4206
59728 71056 4392
12975 39157 4303
38347 76798 706
44837 48697 1990
31371 61631 2472
90170 98912 1057
90097 96932 3449
77423 90650 4657
90670 98858 4100
45139 87532 2296
52215 65944 3282
68397 77576 2524
75117 96160 2597
7631 81609 4622
37810 79657 3965
8917 48703 3960
99383 99570 4963
11810 29337 4586
12964 51086 2986
48863 71513 3359
62250 75353 4742
81808 97785 3008
23105 90800 2723
45155 70020 3589
5025 92154 1475
68505 79993 2117
81747 91403 2204
51674 76465 1217
82145 83099 964
79137 91735 3676
19762 81527 3476
99921 99976 1871
28289 52175 3710
75187 97476 4246
13670 88799 3584
3833 9330 3406
89718 92177 275
53537 79059 3329
4486 4850 4361
90173 98842 3028
33311 92863 4690
21488 94800 3890
21156 46373 2949
72793 75231 4849
59272 72872 3915
35430 80139 2587
50855 67531 3018
81274 83248 4098
64752 93601 263
37293 37381 130
53286 74220 4266
24899 32270 4179
45365 87358 2224
67700 91640 2649
31570 47728 42
24295 60322 3134
26108 95316 1350
45509 62819 1633
64163 96359 2390
76246 91894 449
50208 66043 4420
45296 48897 1692
87758 87878 1658
19745 22380 4147
31885 67914 2285
8203 29795 2617
77588 88356 3906
14448 69993 4505
96358 98942 1701
47629 87072 699
84955 90774 2452
19825 56584 3585
33377 39326 1913
28559 99713 4594
90446 97853 3058
54905 76652 932
34890 83908 1781
38256 40114 2008
75196 92684 779
23991 54094 2209
80812 87403 84
77515 83188 947
50614 64926 780
65979 85207 1237
33954 77459 2254
29129 83899 4944
60965 84702 2495
42668 74096 1305
22618 46775 1235
81713 88024 3292
60926 77968 723
66426 81898 2095
68291 69124 1660
33628 83102 3913
71017 80485 2824
48863 97980 3344
9639 44639 3086
99093 99399 1773
1338 20940 550
92740 96064 1831
68165 96597 931
55827 67600 555
92145 94669 4489
3448 78475 2899
11004 46434 1611
42481 52537 4872
65291 91652 571
4048 62329 418
52421 79567 656
87077 94985 1975
97677 98149 1685
82025 91013 1975
28466 52911 4388
67081 92510 3329
88406 91401 2663
58510 81000 2146
80058 86640 3188
89345 90549 4609
77613 93118 4194
88962 94253 4158
81909 87855 513
85451 87733 3383
93341 94477 2812
4450 87959 1552
87829 88348 4759
22567 93687 689
87041 93100 2450
49331 70300 3475
83097 84697 4398
94352 95888 2110
46421 48089 3052
45364 48346 4203
85734 93737 759
16874 92017 1993
6737 44507 2073
4842 56480 4484
69847 99675 3812
87724 91073 639
49975 96628 3685
24245 90504 1744
70367 96653 4821
52044 84015 1965
59146 61762 1088
7928 82170 456
84377 90557 445
75544 81282 1317
22420 79256 573
69886 86288 565
95836 97635 1350
93510 96102 3144
41235 82365 4826
41603 90774 738
69295 92655 4669
64477 72034 1721
7047 50519 1246
34687 68229 4608
36168 42644 4326
70639 76366 3679
11954 44342 701
93428 95169 1797
85134 87186 3415
41301 54373 2326
53876 62561 2816
98360 99025 1569
54659 74861 4808
15801 57832 1977
37435 71134 1459
31342 40951 3086
14127 79990 3403
45783 54687 4316
70846 75276 2616
59194 63395 4245
74221 85451 2762
84545 93598 3716
18420 64664 2211
23464 67537 1957
15121 52160 1056
69191 96812 4041
59407 99605 4741
81155 97049 1573
79041 89638 1307
79387 91077 2972
32869 60142 4062
45514 69889 3264
37841 81911 4808
30403 99062 2272
17750 92201 34
76971 94840 2047
1286 1770 1035
49670 64385 4971
99015 99420 4146
51301 92598 2573
6105 22208 2064
59344 90392 3010
32027 58912 4214
31026 92794 51
56405 57529 1922
746 56357 2148
85646 96948 1114
76883 84833 4079
38141 77772 1647
41455 82095 436
43902 48796 3187
4532 35127 4592
35677 49675 4312
41168 89746 2453
51759 96919 3512
74891 98310 3692
52251 91222 3306
39393 50210 757
10851 50586 2331
62763 77371 2729
37374 80927 1861
12546 96535 2135
31344 66249 536
18823 40483 2590
76619 98371 4519
78036 85863 4838
40073 46789 4490
70613 95315 1831
71436 79335 710
23161 87952 1458
46919 66248 4484
30042 70169 2618
60245 95484 333
40292 79615 3100
73929 78049 4259
49373 75454 234
