5000 5000
2975 4195 1578
3217 4618 2831
1487 2132 563
3232 4587 1504
4742 4932 1018
4952 4986 3034
4994 4997 3948
1615 2366 1397
2514 3433 3106
362 1783 2538
1775 2152 1195
3898 4577 556
4556 4582 979
825 4950 3448
4988 4999 3348
3024 3108 300
2042 2791 1723
2044 4428 4674
186 3559 40
1687 2376 2861
3080 3807 3770
3678 4550 4271
2331 4343 3602
72 1316 3879
4595 4721 193
3558 4189 4311
175 1559 1171
4315 4609 4296
883 927 4788
1105 2327 1772
4799 4813 237
1480 2957 3924
4782 4903 4470
3741 4919 531
2500 3503 1377
1244 2456 4912
1054 4627 2622
3230 4245 2857
3660 3867 1143
4840 4927 4512
4367 4495 4878
3237 4102 3783
288 1661 2794
45 1568 1285
3329 3554 135
4114 4213 3188
4269 4821 282
2086 3847 1070
4171 4452 2696
4188 4406 2287
2342 4547 3612
4200 4655 812
3603 4180 3961
950 1813 2709
3367 4222 1730
3955 4213 1186
4320 4627 4793
1303 1688 784
2050 2446 1293
1506 2665 1859
888 4967 4753
1448 2269 1488
2212 3060 1417
2965 4111 591
302 1531 4513
661 1788 4326
4743 4905 4210
3383 4020 1994
2481 2677 1979
514 2339 141
2446 4132 347
1576 1850 2537
2904 4639 4235
1892 3767 254
4994 4999 4378
4840 4874 1669
2063 2471 1669
3326 4657 4163
2658 3094 107
1062 3276 3350
4749 4872 393
1260 3423 522
4634 4662 3189
4160 4169 1410
834 3505 4759
3506 4544 256
76 4905 266
292 4671 4995
2869 4028 1611
1881 4793 2118
1044 2315 277
2476 3468 2094
2699 4943 3769
2814 3757 4326
648 4223 3316
2792 3729 1727
1248 3895 389
2727 3203 3470
2719 4869 1819
1151 4849 624
301 1794 3524
4509 4691 1545
542 4390 73
3292 3550 4448
513 2384 3550
3986 4490 1995
4717 4975 1569
2082 2178 192
2159 2429 456
2550 3563 44
2958 3998 3373
2279 4653 3225
3077 4400 2404
4175 4516 2460
4623 4875 3302
3995 4471 1772
2557 2767 2238
1999 2423 3543
4441 4770 195
1625 2025 4737
1150 1767 1097
4456 4511 2922
2364 2473 4074
181 4695 2614
3874 4899 3325
3027 3869 4605
3115 3763 1243
3045 3906 1363
791 3803 1419
4209 4307 584
1031 1854 4266
1711 3340 2053
238 3935 504
2615 3751 2922
549 4417 2137
458 950 1792
3298 4307 2336
3800 4330 4936
1339 3332 4608
378 4188 323
3123 4570 4526
3944 4740 3099
1753 1995 4413
2123 3400 4350
2219 4479 1626
2575 4046 2536
744 2733 3068
2275 4832 3378
1102 3017 4880
4585 4856 861
3940 4938 1051
76 4538 1415
821 1674 3478
4893 4901 1076
562 3650 987
54 3334 3332
3998 4730 3624
1166 2697 2179
4266 4891 1255
1197 1849 70
2358 4778 397
2040 4917 4193
1209 4621 1637
1017 4416 3457
4774 4890 1849
425 3667 2591
945 3389 4911
384 2488 4831
1583 2663 2103
3132 3704 1833
3785 3881 3526
631 955 427
954 4568 544
2534 3929 732
1106 3649 2185
2971 4013 1328
2798 3811 1992
1887 2009 158
3932 4649 4639
3810 4720 275
2214 3215 2780
1075 4321 1988
367 2456 1860
171 347 993
2260 2453 1243
2043 4598 2971
4429 4643 536
1607 2653 2153
3066 3455 3430
1718 3070 2104
3310 4920 798
4516 4716 641
452 1176 1687
3796 4224 3964
3363 3440 663
27 692 850
2631 2731 2685
2028 2909 1415
4211 4409 2289
2986 4836 870
2618 3634 194
1611 3616 1440
3163 3521 2346
3506 4910 2965
4429 4683 1476
2466 3969 2106
